id,translated_dialog,og_response
the-tempest-act-1-scene-1.json-line-21,"Were going to die! Pray, pray! Were going to die!","  What, must our mouths be cold?  "
the-tempest-act-1-scene-1.json-line-22,"What, must we drown in the cold water?","  The king and prince at prayers. Lets assist them, for our case is as theirs.  "
the-tempest-act-1-scene-1.json-line-23,"The king and the prince are praying. Lets pray with them, since we share their situation.",  Im out of patience.  
the-tempest-act-1-scene-1.json-line-24,Ive lost all my patience.,  We are merely cheated of our lives by drunkards. This wide-chopped rascalwould thou mightst lie drowning the washing of ten tides!  
the-tempest-act-1-scene-1.json-line-25,Weve had our lives completely taken from us by a bunch of drunken sailors. As for this bigmouthed rascal of a boatswain[To BOATSWAIN] I hope you drown ten times!,"  Hell be hanged yet, though every drop of water swear against it and gape at widest to glut him.  "
the-tempest-act-1-scene-1.json-line-26,"Hell still end up hanged, even if every drop of water in the ocean swears he won't, and opens its mouth wide to try to swallow him.","   [within]  Mercy on us! We split, we split! Farewell, my wife and children! Farewell, brother! We split, we split, we split!  "
the-tempest-act-1-scene-1.json-line-27,"[Offstage] God have mercy on us! The ships splitting apart; the ship's splitting! Goodbye, my wife and children! Goodbye, brother! The ship's splitting, splitting, splitting!",  Lets all sink wi' th' king.  
the-tempest-act-1-scene-1.json-line-28,Lets all sink with the king.,  Lets take leave of him.  
the-tempest-act-1-scene-1.json-line-29,Lets say goodbye to him.,"  Now would I give a thousand furlongs of sea for an acreof barren ground: long heath, brown furze, anything. The wills above be done, but I would fain die a dry death.  "
the-tempest-act-1-scene-2.json-line-0,"My dearest father, if you used your magic to incite the wild waters into this this awful storm, please calm them. The sky is so dark it seems like it would rain down hot tar, except that the sea is swelling up to the sky and would put out the fire boiling the tar. Oh, I've suffered along with all of those I saw suffering onboard the ship! A magnificent shipwhich carried, without a doubt, some noble peoplewas smashed to pieces. Oh, their cries shook my heart! Those poor peoplethey died. If I were a god with even a bit of power I would have forced the sea to sink down into the earth before it could have swallowed up that ship and all the people it carried.",  Be collected.No more amazement. Tell your piteous heartTheres no harm done.  
the-tempest-act-1-scene-2.json-line-1,"Be calm. Don't be scared. Tell your heart, which is full of pity, that no harm was done to anyone.","  Oh, woe the day!  "
the-tempest-act-1-scene-2.json-line-2,"Oh, what a sad day!","   No harm.    I have done nothing but in care of thee,    Of thee, my dear onethee my daughter, who    Art ignorant of what thou art,   naught knowing    Of whence I am, nor that I am more better    Than Prospero, master of a full poor cell    And thy no greater father.   "
the-tempest-act-1-scene-2.json-line-3,"No harm was done. All that I have done has been for you, for you, my dear daughter. You dont know who you are. Nor do you know where I came from, or that Im of higher rank than Prospero, your simple father who is master of some poor little shack.",  More to knowDid never meddle with my thoughts.  
the-tempest-act-1-scene-2.json-line-4,I never even considered that there might be more to know.,  'Tis timeI should inform thee farther. Lend thy handAnd pluck my magic garment from me.  
the-tempest-act-1-scene-2.json-line-5,Its time that I told you everything. Give me a hand and take this magic cloak off of me.,"   Lie    there, my art.   Wipe thou thine eyes. Have comfort.    The direful spectacle of the wrack, which touched    The very virtue of compassion in thee,    I have with such provision in mine art    So safely ordered that there is no soul    No, not so much perdition as an hair    Betid to any creature in the vessel    Which thou heardst cry, which thou sawst sink. Sit down.    For thou must now know farther.   "
the-tempest-act-1-scene-2.json-line-6,"[To the cloak on the ground] Lay there, my magic.[To MIRANDA] Wipe your eyes. Take comfort. As for the awful shipwreckwhich touched the goodness of your heart and moved you to such compassionI controlled it so carefully with my magic that not one person was hurt. No, not a hair was lost from the head of any person on that ship which you heard break apart and saw sink. Sit down. There's more that you must know.","   You have often    Begun to tell me what I am,   but stopped    And left me to a bootless inquisition,    Concluding, Stay. Not yet.   "
the-tempest-act-1-scene-2.json-line-7,"Youve often started to tell me who I am. But then you would stop, leaving me asking questions that you wouldn't answer until you would finally say, Wait. Not yet.","   The hours now come.    The very minute bids thee ope thine ear.    Obey and be attentive.   Canst thou remember    A time before we came unto this cell?    I do not think thou canst, for then thou wast not    Out three years old.   "
the-tempest-act-1-scene-2.json-line-8,"Now the time has come. At this very instant, you must listen. Pay close attention. Can you remember the time before we came to live in this shack? I don't think you can, because you weren't even three years old.","  Certainly, sir, I can.  "
the-tempest-act-1-scene-2.json-line-9,"Of course I can, sir.",   By what? By any other house or person?    Of anything the image tell me that    Hath kept with thy remembrance.   
the-tempest-act-1-scene-2.json-line-10,What do you remember? Some house or person? Tell me about anything you see in your memory.,"   'Tis far off,    And rather like a dream than an assurance    That my remembrance warrants.   Had I not    Four or five women once that tended me?   "
the-tempest-act-1-scene-2.json-line-11,"My memories seem distant and far away, more like a dream than something that I can be sure really happened. Didnt I have four or five women who took care of me?","   Thou hadst, and more, Miranda. But how is it    That this lives in thy mind? What seest thou else    In the dark backward and abysm of time?    If thou rememberest aught ere thou camest here,    How thou camest here thou mayst.   "
the-tempest-act-1-scene-2.json-line-12,"You didand even more than that, Miranda. But how is it possible that you can remember all this? What else do you remember through the darkness and abyss of passing time? If you remember something about your life before you came here, you may also remember how you arrived here.",  But that I do not.  
the-tempest-act-1-scene-2.json-line-13,But I dont remember that.,"  Twelve year since, Miranda, twelve year since,Thy father was the Duke of Milan andA prince of power.  "
the-tempest-act-1-scene-2.json-line-14,"Twelve years ago, Miranda, twelve years ago, your father was the Duke of Milan, a prince with great power.","  Sir, are not you my father?  "
the-tempest-act-1-scene-2.json-line-15,"Sir, arent you my father?","   Thy mother was a piece of virtue and    She said thou wast my daughter.   And thy father    Was Duke of Milan, and thou his only heir    And princess no worse issued.   "
the-tempest-act-1-scene-2.json-line-16,"Your mother was good and honest, and she said you were my daughter. And your father was Duke of Milan, and you were his heir, a princess of the same noble birth as her parents.","   Oh, the heavens!    What foul play had we that we came from thence?    Or blessèd was t we did?   "
the-tempest-act-1-scene-2.json-line-17,My God! What crimes were committed against us that we ended up here? Or was our coming here a blessing?,"   Both, both, my girl.    By foul play, as thou sayst, were we heaved thence,    But blessedly holp hither.   "
the-tempest-act-1-scene-2.json-line-18,"Both, both, my girl. We were forced from our old positions by crimes, as you call them. But we were blessed in the help we received that allowed us to end up here.","  Oh, my heart bleedsTo think o' th' teen that I have turned you to,Which is from my remembrance! Please you, farther.  "
the-tempest-act-1-scene-2.json-line-19,"Oh, it breaks my heart to think about how sad it must make you to be reminded of these events that I dont remember! Please, though, continue.","   My brother and thy uncle, called Antonio    I pray thee, mark me (that a brother should    Be so perfidious!)   he whom next thyself    Of all the world I loved and to him put    The manage of my state, as at that time    Through all the signories it was the first,    And Prospero the prime duke, being so reputed    In dignity, and for the liberal arts    Without a parallel.   Those being all my study,    The government I cast upon my brother    And to my state grew stranger, being transported    And rapt in secret studies.   Thy false uncle    Dost thou attend me?   "
the-tempest-act-1-scene-2.json-line-20,"My brother, your uncle, whose name is AntonioI beg you, listen carefully (oh, how could a brother be so treacherous!)was the person whom I loved more than anyone else in the world, other than you. I trusted him to manage Milan where I ruled, which at that time was the most powerful city-state in Italy. I, Prospero, was the most powerful duke, and was admired for my dignity and my unmatched knowledge of the liberal arts. Because I spent all my time absorbed in studying secret topics, I let my brother run the government and lost contact with my city. Your lying uncleare you listening to me?","  Sir, most heedfully.  "
the-tempest-act-1-scene-2.json-line-21,"Sir, very closely.","   Being once perfected how to grant suits,    How to deny them, who t' advance and who    To trash for overtopping, new created    The creatures that were mine, I say   or changed 'em,    Or else new formed 'emhaving both the key    Of officer and office, set all hearts i' th' state    To what tune pleased his ear,   that now he was    The ivy which had hid my princely trunk,    And sucked my verdure out on t. Thou attendst not.   "
the-tempest-act-1-scene-2.json-line-22,"As soon as Antonio got the hang of how to grant some requests while denying others, of figuring out which people to promote and which to hold back in order to stop them from getting too powerful, he was able to steal the people who used to be mine. He changed them, or, you might say, remade them completely. Having power over both the government and all the people in the government, he could make everyone say or do whatever he wanted them to. He was like ivy growing up a tree, and I was like the treehe covered me entirely until I was hidden, and sucked my vitality out of me. Youre not listening.","  O, good sir, I do.  "
the-tempest-act-1-scene-2.json-line-23,"Oh, good sir, I am.","   I pray thee, mark me.    I, thus neglecting worldly ends, all dedicated    To closeness and the bettering of my mind    With that which, but by being so retired,    O'erprized all popular rate, in my false brother    Awaked an evil nature.   And my trust,    Like a good parent, did beget of him    A falsehood in its contrary as great    As my trust was, which had indeed no limit,    A confidence sans bound. He being thus lorded,    Not only with what my revenue yielded    But what my power might else exact,   like one    Who having into truth, by telling of it,    Made such a sinner of his memory    To credit his own lie   he did believe    He was indeed the duke, out o' th' substitution    And executing th' outward face of royalty,    With all prerogative:   Hence his ambition growing    Dost thou hear?   "
the-tempest-act-1-scene-2.json-line-24,"Please, pay attention to me. I neglected all things related to ordinary life or politics, and dedicated myself entirely to seclusion in order to improve my knowledge of topics that have more value than is commonly believed. But by cutting myself off from the world, I unknowingly awoke evil in the heart of my brother. Like a good parent who raises a bad child, my trust in him produced the opposite effect, making him into a liar as big as my trust in him wasand my trust in him had no limit. My confidence in him was infinite. Now established in his position of power, and able to use all of my wealth (and whatever wealth he could use my power to take for himself), he became like a man who told a lie for so long that he began to believe it was true. He began to believe he was actually the duke. As a result of being my substitute, and acting as the royal duke in public with all the duke's rights and power, his ambition began to groware you listening?","  Your tale, sir, would cure deafness.  "
the-tempest-act-1-scene-2.json-line-25,Your story would cure deafness. Its impossible not to hear it. ,"   To have no screen between this part he played    And him he played it for, he needs will be    Absolute Milan.   Me, poor man, my library    Was dukedom large enough.   Of temporal royalties    He thinks me now incapable, confederates    So dry he was for swaywi' th' King of Naples    To give him annual tribute, do him homage,    Subject his coronet to his crown and bend    The dukedom yet unbowed   alas, poor Milan!    To most ignoble stooping.   "
the-tempest-act-1-scene-2.json-line-26,"He was playing the role of being the duke. But to get rid of the last thing separating the role he was playing from who he was, he had to become the actual Duke of Milan. As for mepoor fool that I wasmy library was as large a dukedom as I wanted. Having decided that I was unable to run or rule my city, he become so thirsty for power that he secretly allied with the King of Naples to get rid of me. In return, Antonio agreed to pay the King of Naples a certain amount of money every year; to swear to obey him; and to force his dukedom, which had always been independentoh, poor Milan!into the shameful position of being under Naples control.","  Oh, the heavens!  "
the-tempest-act-1-scene-2.json-line-27,"Oh, my God!",  Mark his condition and the event. Then tell meIf this might be a brother.  
the-tempest-act-1-scene-2.json-line-28,"Think about this pact he made with King Alonso, and about what happened as a consequence of it. Then tell me if Antonio can really be thought of as a brother.",  I should sinTo think but nobly of my grandmother.Good wombs have borne bad sons.  
the-tempest-act-1-scene-2.json-line-29,I would be wicked if I had anything other than good thoughts about my grandmother. But good women sometimes give birth to bad sons.,"   Now the condition.    The King of Naples, being an enemy    To me inveterate, hearkens my brothers suit,    Which was that he, in lieu o' th' premises    Of homage and I know not how much tribute,    Should presently extirpate me and mine    Out of the dukedom,   and confer fair Milan    With all the honors on my brother. Whereon,    A treacherous army levied,   one midnight    Fated to th' purpose did Antonio open    The gates of Milan, and, i' th' dead of darkness,    The ministers for th' purpose hurried thence    Me and thy crying self.   "
the-tempest-act-1-scene-2.json-line-30,"Now listen to outcome of their secret alliance. The king of Naples, who had always been an enemy of mine, listened to my brothers request. Antonio asked that the king, in return for his oath of loyalty and however much money he paid to the king each year, would immediately remove me and all of immediate family from Milan, and then give the dukedom to my brother. So then, they raised an army to pull off this treachery. At midnight on the date theyd chosen to act, Antonio opened the gates of Milan, and in the deep darkness had the agents hed chosen for the job rush me and you, crying, out of there.","   Alack, for pity!    I, not remembering how I cried out then,    Will cry it o'er again. It is a hint    That wrings mine eyes to t.   "
the-tempest-act-1-scene-2.json-line-31,"Alas, how sad! I cant remember crying then, but now Ill cry about it all over again. This story wrings tears from my eyes.","   Hear a little further    And then Ill bring thee to the present business    Which now s upon s,   without the which this story    Were most impertinent.   "
the-tempest-act-1-scene-2.json-line-32,"Listen to a little more, and Ill tell you everything up to our current situation, which is the entire reason why its necessary for me to tell you this story at all.",  Wherefore did they notThat hour destroy us?  
the-tempest-act-1-scene-2.json-line-33,Why didnt they just kill us when they took us from Milan?,"   Well demanded, wench.    My tale provokes that question. Dear, they durst not,    So dear the love my people bore me,   nor set    A mark so bloody on the business, but    With colors fairer painted their foul ends.    In few, they hurried us aboard a bark,    Bore us some leagues to sea, where they prepared    A rotten carcass of a butt, not rigged,    Nor tackle, sail, nor mast.   The very rats    Instinctively had quit it. There they hoist us    To cry to th' sea that roared to us,   to sigh    To th' winds whose pity, sighing back again,    Did us but loving wrong.   "
the-tempest-act-1-scene-2.json-line-34,"Good question, my dear girl. My story does indeed bring up that question. My dear, they didnt dare. Because I was so loved by the people of Milan, Antonio and Alonso had to keep any blood from staining their actions, and hide their evil goals behind a prettier picture. In short, they hurried us onto a ship and carried us a few miles out to sea. There, they had prepared a rotten shell of a boat that had no ropes, equipment, sails, or a mast. Even the rats had abandoned it when they sensed its likelihood to sink.They lowered us down into the water. We were left to cry out to the sea, which just roared back at us. We sighed in sadness to the wind, which sighed back in pity. And in doing so it buffeted us with winds thatno matter how lovingonly made us more uncomfortable.","  Alack, what troubleWas I then to you!  "
the-tempest-act-1-scene-2.json-line-35,My God! What trouble I must have been to you then!,"   Oh, a cherubim    Thou wast that did preserve me.   Thou didst smile    Infusèd with a fortitude from heaven,    When I have decked the sea with drops full salt,    Under my burthen groaned;   which raised in me    An undergoing stomach to bear up    Against what should ensue.   "
the-tempest-act-1-scene-2.json-line-36,"Oh no, you were a little angel who kept me alive. While I cried salty tears into the ocean and groaned under my burden, you smiled with a strength and courage that came from heaven. That gave me the courage to face whatever was going to come.",  How came we ashore?  
the-tempest-act-1-scene-2.json-line-37,How did we land here?,"   By providence divine.    Some food we had and some fresh water that    A noble Neapolitan, Gonzalo,    Out of his charity, who being then appointed    Master of this design, did give us,   with    Rich garments, linens, stuffs, and necessaries,    Which since have steaded much.   So, of his gentleness,    Knowing I loved my books, he furnished me    From mine own library with volumes that    I prize above my dukedom.   "
the-tempest-act-1-scene-2.json-line-38,"With the help of God. A nobleman from Naples, Gonzalo, had been put in charge of the task of abandoning us at sea. Out of charity, he gave us some food and fresh water, as well as clothes, linens, supplies, and other necessities that have over the years been so useful. Also, he was so noble and kind, that, knowing how much I loved my books, he gave me some books from my library that I value more than my dukedom.",  Would I mightBut ever see that man!  
the-tempest-act-1-scene-2.json-line-39,If only I could meet that man someday.,"   Now I arise.     [stands and puts on his mantle]     Sit still, and hear the last of our sea-sorrow.    Here in this island we arrived, and here    Have I, thy schoolmaster, made thee more profit    Than other princesses can that have more time    For vainer hours and tutors not so careful.   "
the-tempest-act-1-scene-2.json-line-40,"Now I will stand up. [He stands up and puts on his magic cloak] Sit still, and listen to the rest of the story of our sad times at sea. We arrived here on this island. I, as your teacher here, have given you a better education than other princesses get, because they have so many opportunities to spend their time more foolishly and do not pay as close attention to their teachers.","   Heavens thank you for t! And now, I pray you, sir    For still tis beating in my mindyour reason    For raising this sea storm?   "
the-tempest-act-1-scene-2.json-line-41,"May God thank you for it! But now, please, sir: a question keeps popping up in my mind. Why did you create this storm at sea?","   Know thus far forth:    By accident most strange, bountiful Fortune    (Now my dear lady) hath mine enemies    Brought to this shore.   And by my prescience    I find my zenith doth depend upon    A most auspicious star,   whose influence    If now I court not but omit, my fortunes    Will ever after droop. Here cease more questions.    Thou art inclined to sleep. 'Tis a good dullness,    And give it way. I know thou canst not choose.   "
the-tempest-act-1-scene-2.json-line-42,"You should know this much: by a strange chance, the goddess of luck (whom I now love) has brought my old enemies to this island. And by my magic senses, I can tell that my opportunity for good fortune depends on this lucky circumstance. And if I do not act but instead do nothing, then I will never again have such an opportunity. No more questions now. You are sleepy. Its a good time for sleepiness, so give in to it. I know you have no choice.","  Come away, servant, come. I am ready now.Approach, my Ariel, come.  "
the-tempest-act-1-scene-2.json-line-43,"Come here, servant, come. Im ready now. Approach, my Ariel, come.","   All hail, great master! Grave sir, hail! I come    To answer thy best pleasure, be t to fly,    To swim, to dive into the fire, to ride    On the curled clouds. To thy strong bidding, task    Ariel and all his quality.   "
the-tempest-act-1-scene-2.json-line-44,"Greetings, great master! Noble sir, greetings! Ive come to do whatever you would like, whether its to fly, swim, jump into fire, or ride upon the clouds. Whatever you want done, ask Ariel and all his many skills, to do it.","  Hast thou, spirit,Performed to point the tempest that I bade thee?  "
the-tempest-act-1-scene-2.json-line-45,"Spirit, have you created and controlled the storm exactly as I told you to?","   To every article.    I boarded the kings ship. Now on the beak,    Now in the waist, the deck, in every cabin,    I flamed amazement.   Sometime Id divide,    And burn in many places. On the topmast,    The yards, and bowsprit would I flame distinctly,    Then meet and join.   Joves lightning, the precursors    O' th' dreadful thunderclaps, more momentary    And sight-outrunning were not.   The fire and cracks    Of sulfurous roaring the most mighty Neptune    Seem to besiege and make his bold waves tremble,    Yea, his dread trident shake.   "
the-tempest-act-1-scene-2.json-line-46,"Down to the last detail. I boarded the kings ship. And from the prow, to the middle of the ship, to the stern, and in every cabin, I took the form of a fire and sent everyone into a terror. Sometimes I would divide myself, and burn at many places at once. I burned on the main mast, the yards extending from the mastand, at the same time, split to burn the bowsprit extending from the prow. Then I joined back together to form a single flame. Not even Jove's lightningwhich precedes and then causes thundercould move as fast as I did. The fire and deafening cracks of my burning seemed to terrify even mighty Neptune, the god of the sea, and made his waves tremble and his weaponthe tridentshake.","  My brave spirit!Who was so firm, so constant, that this coilWould not infect his reason?  "
the-tempest-act-1-scene-2.json-line-47,My splendid spirit! Was anyone on the ship so strong and steady that the uproar of this storm did not make him crazy?,"   Not a soul    But felt a fever of the mad and played    Some tricks of desperation.   All but mariners    Plunged in the foaming brine and quit the vessel,    Then all afire with me. The kings son, Ferdinand,    With hair up-staringthen, like reeds, not hair    Was the first man that leaped, cried, Hell is empty    And all the devils are here.   "
the-tempest-act-1-scene-2.json-line-48,"Every person on the ship was like a madman and did desperate things. Everyone except the sailors jumped into the rough sea to escape the ship that I had set on fire. The kings son, Ferdinand, with his hair standing straight uplooking like reeds instead of hairwas the first one who jumped, shouting, Hell is empty, and all the devils are here!","  Why, thats my spirit!But was not this nigh shore?  "
the-tempest-act-1-scene-2.json-line-49,"Hey, well done, my spirit! But did this happen near the shore?","  Close by, my master.  "
the-tempest-act-1-scene-2.json-line-50,"Close by the shore, my master.","  But are they, Ariel, safe?  "
the-tempest-act-1-scene-2.json-line-51,"But are they all safe, Ariel?","   Not a hair perished.    On their sustaining garments not a blemish,    But fresher than before.   And, as thou badest me,    In troops I have dispersed them 'bout the isle.    The kings son have I landed by himself,    Whom I left cooling of the air with sighs    In an odd angle of the isle, and sitting,    His arms in this sad knot.   "
the-tempest-act-1-scene-2.json-line-52,"Not even a hair was harmed on anyones head. The clothes that helped keep them afloat in the water not only didnt get stained, but are in fact cleaner than they were before the storm. And, as you told me to do, Ive scattered everyone from the ship in a few different groups around the island. I brought the kings son all by himself to the land, on a far corner of the island. Hes sitting there with his arms crossed like this in sadness [ARIEL crosses his arms], and cooling the air with his sighs.","  Of the kings ship,The mariners, say how thou hast disposed,And all the rest o' th' fleet.  "
the-tempest-act-1-scene-2.json-line-53,"Tell me what you did with the kings ship, the sailors, and all of the other ships in the kings fleet.","   Safely in harbor    Is the kings ship. In the deep nook where once    Thou calledst me up at midnight to fetch dew    From the still-vexed Bermoothes, there shes hid.    The mariners all under hatches stowed,    Who, with a charm joined to their suffered labor,    I have left asleep.   And for the rest o' th' fleet,    Which I dispersed, they all have met again    And are upon the Mediterranean float,    Bound sadly home for Naples,    Supposing that they saw the kings ship wracked    And his great person perish.   "
the-tempest-act-1-scene-2.json-line-54,"The kings ship is safely harbored and hidden in that deep inlet where you once summoned me at midnight to go get dew from the stormy Bermuda Islands. The sailors are all below deck, sleeping both because of a spell I put them under, and also because of how tired they are from all their effort during the storm. As for the rest of the fleet, I scattered them. They've all met up in the Mediterranean Sea, and are now sailing sadly home to Naples, believing that they saw the shipwreck of the kings shipand therefore the death of their great king.","  Ariel, thy chargeExactly is performed. But theres more work.What is the time o' th' day?  "
the-tempest-act-1-scene-2.json-line-55,"Ariel, you performed your task exactly as I asked. But theres more work required. What time of day is it?",  Past the mid season.  
the-tempest-act-1-scene-2.json-line-56,Past noon.,  At least two glasses. The time twixt six and nowMust by us both be spent most preciously.  
the-tempest-act-1-scene-2.json-line-57,"At least two hours past. We must treat the time between now and six o'clock as precious, and waste none of it.","   Is there more toil? Since thou dost give me pains,    Let me remember thee what thou hast promised,    Which is not yet performed me.   "
the-tempest-act-1-scene-2.json-line-58,"Is there more work to do? Since youre giving me new chores, let me remind you what you promised to me but havent yet actually done for me.",  How now? Moody?What is t thou canst demand?  
the-tempest-act-1-scene-2.json-line-59,What? Youre feeling moody? What is it that you would demand from me?,  My liberty.  
the-tempest-act-1-scene-2.json-line-60,My freedom.,  Before the time be out? No more!  
the-tempest-act-1-scene-2.json-line-61,Before the time of our deal is up? Stop right there!,"   I prithee,    Remember I have done thee worthy service,    Told thee no lies, made thee no mistakings,   served    Without or grudge or grumblings. Thou didst promise    To bate me a full year.   "
the-tempest-act-1-scene-2.json-line-62,I beg you: remember that Ive done good work for you. Ive never lied to you. I've made no mistakes. And I've served you without bitterness or grumbling. You promised to shorten my time to serve you by a full year.,  Dost thou forgetFrom what a torment I did free thee?  
the-tempest-act-1-scene-2.json-line-63,Have you forgotten the torture from which I freed you?,  No.  
the-tempest-act-1-scene-2.json-line-64,No.,"   Thou dost, and thinkst it much to tread the ooze    Of the salt deep,    To run upon the sharp wind of the north,    To do me business in the veins o' th' earth    When it is baked with frost.   "
the-tempest-act-1-scene-2.json-line-65,"You have forgotten. And so now you think its too much effort to walk along the bottom of the ocean, or run on the cold north wind, or do work for me under the surface of the Earth when the ground is frozen solid.","  I do not, sir.  "
the-tempest-act-1-scene-2.json-line-66,"I dont, sir.","   Thou liest, malignant thing! Hast thou forgot    The foul witch Sycorax,   who with age and envy    Was grown into a hoop? Hast thou forgot her?   "
the-tempest-act-1-scene-2.json-line-67,"You lie, you evil thing! Have you forgotten the awful witch Sycorax, who was so old and filled with anger that she was so stooped over? Have you forgotten her?","  No, sir.  "
the-tempest-act-1-scene-2.json-line-68,"No, sir.",  Thou hast. Where was she born? Speak. Tell me.  
the-tempest-act-1-scene-2.json-line-69,You have. Where was she born? Speak. Tell me.,"  Sir, in Argier.  "
the-tempest-act-1-scene-2.json-line-70,"In Algiers, sir.","   Oh, was she so? I must    Once in a month recount what thou hast been,    Which thou forgetst.   This damned witch Sycorax,    For mischiefs manifold and sorceries terrible    To enter human hearing, from Argier,    Thou knowst, was banished.   For one thing she did    They would not take her life. Is not this true?   "
the-tempest-act-1-scene-2.json-line-71,"Oh, was she really? Ill have to tell the story again every month, since you seem to forget it. This damned witch Sycorax was thrown out of Algiers for committing so many crimes and performing magic too terrible to even describe. There was just one reason why they didnt kill her. Isnt that true?","  Ay, sir.  "
the-tempest-act-1-scene-2.json-line-72,"Yes, sir.","   This blue-eyed hag was hither brought with child    And here was left by th' sailors. Thou, my slave,    As thou reportst thyself, wast then her servant.    And, for thou wast a spirit too delicate    To act her earthy and abhorred commands,    Refusing her grand hests,   she did confine thee,    By help of her more potent ministers    And in her most unmitigable rage,    Into a cloven pine,   within which rift    Imprisoned thou didst painfully remain    A dozen years; within which space she died    And left thee there,   where thou didst vent thy groans    As fast as mill wheels strike. Then was this island    Save for the son that she did litter here,    A freckled whelp hag-bornnot honored with    A human shape.   "
