id,translated_dialog,og_response
the-winters-tale-act-1-scene-2.json-line-3,I'm tougher than you give me credit for!,  No longer stay.  
the-winters-tale-act-1-scene-2.json-line-4,I can't stay any longer.,  One seven-night longer.  
the-winters-tale-act-1-scene-2.json-line-5,Just one more week?,"  Very sooth, to-morrow.  "
the-winters-tale-act-1-scene-2.json-line-6,"Really, tomorrow.",  We'll part the time between's then; and in thatI'll no gainsaying.  
the-winters-tale-act-1-scene-2.json-line-7,"We'll say goodbye in a week, and after that I won't argue any more.","   Press me not, beseech you, so.    There is no tongue that moves, none, none i' the world,    So soon as yours could win me: so it should now,    Were there necessity in your request, although    'Twere needful I denied it.   My affairs    Do even drag me homeward: which to hinder    Were in your love a whip to me;   my stay    To you a charge and trouble: to save both,    Farewell, our brother.   "
the-winters-tale-act-1-scene-2.json-line-8,"Please, stop pushing me. There is no one in the whole world better at convincing me to do things than you. And now, if you really needed me, you would have almost won me overexcept that I'd still have to say ""no."" Duty calls and I have to go home. If you keep me here, you'll only be hurting me in the long run; if I stay, I'll only be a burden to your hospitality. So if I leave, it's a win-win! Goodbye, brother.","  Tongue-tied, our queen?speak you.  "
the-winters-tale-act-1-scene-2.json-line-9,"Hermione, are you tongue-tied? Say something!","   I had thought, sir, to have held my peace until    You have drawn oaths from him not to stay.   You, sir,    Charge him too coldly. Tell him, you are sure    All in Bohemia's well; this satisfaction    The by-gone day proclaim'd:   say this to him,    He's beat from his best ward.   "
the-winters-tale-act-1-scene-2.json-line-10,"Sir, I'd planned to stay quiet until you'd pushed him to the point of swearing not to stay. You're too hard on him. Tell him everything in Bohemia's finewe heard good news yesterday. If you tell him that, he's lost his best reason for leaving.","  Well said, Hermione.  "
the-winters-tale-act-1-scene-2.json-line-11,"Well said, Hermione.","   To tell, he longs to see his son, were strong:    But let him say so then, and let him go;    But let him swear so, and he shall not stay,    We'll thwack him hence with distaffs.    Yet of your royal presence I'll adventure    The borrow of a week. When at Bohemia    You take my lord, I'll give him my commission    To let him there a month behind the gest    Prefix'd for's parting:   yet, good deed, Leontes,    I love thee not a jar o' the clock behind    What lady-she her lord.   You'll stay?   "
the-winters-tale-act-1-scene-2.json-line-12,"Of course, that he misses his son is a good excuse. If he says that, we'll let him go. And if he swears that, we'll not only let him go, we'll chase him out the door with frying pans! Despite that, I'll still beg your royal self to stay another week. When my husband goes to Bohemia I'll give him permission to stay there a month past the agreed-upon departure dateand, Leontes, you know I love you not one bit less than any woman loves her husband. [To POLIXENES] Will you stay?","  No, madam.  "
the-winters-tale-act-1-scene-2.json-line-13,"No, ma'am.","  Nay, but you will?  "
the-winters-tale-act-1-scene-2.json-line-14,"Oh, please, won't you?","  I may not, verily.  "
the-winters-tale-act-1-scene-2.json-line-15,"Truly, I can't.","   Verily!    You put me off with limber vows; but I,    Though you would seek t'unsphere the    stars with oaths,    Should yet say 'Sir, no going.'   Verily,    You shall not go. A lady's 'Verily' is    As potent as a lord's. Will you go yet?    Force me to keep you as a prisoner,    Not like a guest; so you shall pay your fees    When you depart, and save your thanks.   How say you?    My prisoner? or my guest? by your dread 'Verily,'    One of them you shall be.   "
the-winters-tale-act-1-scene-2.json-line-16,"""Truly!"" You can keep putting me off with promises, but even if you swore by all the stars in the sky, I'd still say, ""Sir, you're staying."" Truly, you can't leavea woman's ""truly"" is as strong as a man's. Are you still intent on leaving? You'll force me to keep you as a prisoner rather than as a guest. Instead of thanking me, you'll have to pay your fees when you leave. What do you say to that? Will you be my prisoner, or my guest? Judging by your oh-so-serious ""truly,"" you'll have to be one of them.","  Your guest, then, madam:To be your prisoner should import offending;Which is for me less easy to commitThan you to punish.  "
the-winters-tale-act-1-scene-2.json-line-17,"I'll be your guest, then. For me to be your prisoner would imply that I'd committed some crime against you. It'd be harder for me to do that than it would be for you to punish me.","  Not your gaoler, then,But your kind hostess. Come, I'll question youOf my lord's tricks and yours when you were boys:You were pretty lordings then?  "
the-winters-tale-act-1-scene-2.json-line-18,"Then I'm not your jailer; I'm your kind hostess. Come on, I'll ask you all about your and my husband's shenanigans back when you were kids. You were cute little kings-to-be back then, weren't you?","  We were, fair queen,Two lads that thought there was no more behindBut such a day to-morrow as to-day,And to be boy eternal.  "
the-winters-tale-act-1-scene-2.json-line-19,"We were two kids who lived like there was no tomorrow, and thought we'd be boys forever.",  Was not my lordThe verier wag o' the two?  
the-winters-tale-act-1-scene-2.json-line-20,And wasn't my husband the bigger troublemaker out of you two?,"   We were as twinn'd lambs that did frisk i' the sun,    And bleat the one at the other:   what we changed    Was innocence for innocence; we knew not    The doctrine of ill-doing, nor dream'd    That any did.   Had we pursued that life,    And our weak spirits ne'er been higher rear'd    With stronger blood, we should have answer'd heaven    Boldly 'not guilty;' the imposition clear'd    Hereditary ours.   "
the-winters-tale-act-1-scene-2.json-line-21,"We were like two lambs that frolicked in the sunshine and bleated to each other; we were completely innocent and knew nothing about evil. We couldn't even comprehend evil. If we'd stayed like that, and we'd never had to grow up, we could have gone to heaven and honestly told God that we'd never sinned.",  By this we gatherYou have tripp'd since.  
the-winters-tale-act-1-scene-2.json-line-22,Should we take that to mean that you've slipped up since then?,   O my most sacred lady!    Temptations have since then been born to's; for    In those unfledged days was my wife a girl;    Your precious self had then not cross'd the eyes    Of my young play-fellow.   
the-winters-tale-act-1-scene-2.json-line-23,"Oh, you virtuous woman! We have definitely come across temptation since then. But back in those days, my wife was still a young girl, and you hadn't yet caught my young playmate's eye.","   Grace to boot!    Of this make no conclusion, lest you say    Your queen and I are devils:   yet go on;    The offences we have made you do we'll answer,    If you first sinn'd with us and that with us    You did continue fault and that you slipp'd not    With any but with us.   "
the-winters-tale-act-1-scene-2.json-line-24,"And wasn't that lucky! Please, don't finish your story. Next you're going to say that your queen and I are devils. Actually, keep goingwe'll admit to being the cause of your sin as long as you admit you sinned with us for the first time and swear you haven't sinned with anyone else since.",  Is he won yet?  
the-winters-tale-act-1-scene-2.json-line-25,Have you convinced him yet?,  He'll stay my lord.  
the-winters-tale-act-1-scene-2.json-line-26,"He'll stay, sweetheart.","  At my request he would not.Hermione, my dearest, thou never spokestTo better purpose.  "
the-winters-tale-act-1-scene-2.json-line-27,"He wouldn't when I asked! Hermione, you've never spoken better.",  Never?  
the-winters-tale-act-1-scene-2.json-line-28,Never?,"  Never, but once.  "
the-winters-tale-act-1-scene-2.json-line-29,"Never, except once.","   What! have I twice said well? when was't before?    I prithee tell me; cram's with praise, and make's    As fat as tame things:   one good deed dying tongueless    Slaughters a thousand waiting upon that.    Our praises are our wages:   you may ride's    With one soft kiss a thousand furlongs ere    With spur we beat an acre.   But to the goal:    My last good deed was to entreat his stay:    What was my first?   it has an elder sister,    Or I mistake you: O, would her name were Grace!    But once before I spoke to the purpose: when?    Nay, let me have't; I long.   "
the-winters-tale-act-1-scene-2.json-line-30,"What? Have I said the right thing twice? When was the first time? Please tell me. Butter me up with praise 'til I'm as fat as a pig for the slaughter. If you don't compliment a good deed, you'll stop that person from doing a thousand more good things that person might have done. Your compliments are my reward. For a single kiss, you can ride me for a mile before you'd have to kick me with your spurs. Back to the point: if my most recent accomplishment was convincing him to stay, what was the first one? This accomplishment must have a sister, unless I misunderstood you. If only her name were ""Grace!"" There was another time I said something good? What was it? Please tell me; I'm dying to know.","   Why, that was when    Three crabbed months had sour'd themselves to death,    Ere I could make thee open thy white hand    And clap thyself my love:   then didst thou utter    'I am yours for ever.'   "
the-winters-tale-act-1-scene-2.json-line-31,"Obviously that was when, after three long, bitter months, I convinced you to give me your hand in marriage. At that moment, you said, ""I am yours forever.""","  'Tis grace indeed.Why, lo you now, I have spoke to the purpose twice:The one for ever earn'd a royal husband;The other for some while a friend.  "
the-winters-tale-act-1-scene-2.json-line-32,"That was definitely ""grace,"" wasn't it? Well, look at that, I've said the right thing two whole times. The first time, I earned a royal husband forever; the second time, I earned a friend for a while.","   [Aside]     Too hot, too hot!    To mingle friendship far is mingling bloods.    I have    tremor cordis    on me: my heart dances;    But not for joy; not joy. This entertainment    May a free face put on, derive a liberty    From heartiness, from bounty, fertile bosom,    And well become the agent; 't may, I grant;    But to be paddling palms and pinching fingers,    As now they are, and making practised smiles,    As in a looking-glass, and then to sigh, as 'twere    The mort o' the deer;   O, that is entertainment    My bosom likes not, nor my brows!   Mamillius,    Art thou my boy?   "
the-winters-tale-act-1-scene-2.json-line-33,"[To himself] Too far, too far! Friendships that get too close always end with the ""friends"" having sex. I'm having a heart attack. My heart is racing, but not with excitementdefinitely not. They might as well be relaxed and open with each other here at the party, and blame it on the plentiful food and drink. But holding hands and linking fingers, and smiling stupidly at each other and sighing as if they were having an orgasmthat kind of ""party"" hurts my heart and my head.[To MAMILLIUS] Mamillius, are you my son?","  Ay, my good lord.  "
the-winters-tale-act-1-scene-2.json-line-34,"Yes, sir.","   I' fecks!    Why, that's my bawcock. What, hast    smutch'd thy nose?    They say it is a copy out of mine. Come, captain,    We must be neat; not neat, but cleanly, captain:    And yet the steer, the heifer and the calf    Are all call'd neat.   Still virginalling    Upon his palm!   How now, you wanton calf!    Art thou my calf?   "
the-winters-tale-act-1-scene-2.json-line-35,"Goodness gracious! There's my little chickadee. Is that some dirt on your nose? They say it looks just like mine. Come on, buddy, we should be part of the same herd. Did you know that a bull, a cow, and a calf are called a herd? [Looking toward POLIXENES and HERMIONE] Still holding his hand! [To MAMILLIUS] Well, my silly little calf. Are you my calf?","  Yes, if you will, my lord.  "
the-winters-tale-act-1-scene-2.json-line-36,"Yes, of course, sir.","   Thou want'st a rough pash and the shoots that I have,    To be full like me: yet they say we are    Almost as like as eggs; women say so,    That will say anything but were they false    As o'er-dyed blacks, as wind, as waters, false    As dice are to be wish'd by one that fixes    No bourn 'twixt his and mine, yet were it true    To say this boy were like me.   Come, sir page,    Look on me with your welkin eye: sweet villain!    Most dear'st! my collop! Can thy dam?may't be?    Affection! thy intention stabs the centre:    Thou dost make possible things not so held,    Communicatest with dreams;how can this be?    With what's unreal thou coactive art,    And fellow'st nothing: then 'tis very credent    Thou mayst co-join with something; and thou dost,    And that beyond commission, and I find it,    And that to the infection of my brains    And hardening of my brows.   "
the-winters-tale-act-1-scene-2.json-line-37,"You'll need a beard and some horns if you want to be just like me! They say we're two peas in a podwell, women say so, and they'd say anything. Women are as fake as dyed-blonde hair, as stable as wind, as solid as water, as fair as loaded diceand yet, it's true that this boy looks like me. Come here, buddy, look at me with your dreamy eyes! You precious thing! My dear! My son! Could your mothercan it be? I'm going crazy! Madness is making me think this, making me believe impossible things, making nightmares a reality. How can this be? Madness and unreality together make nothing, so it makes sense that it would hook up with something, and it does, beyond compare, and I'm there alreadyso much so that my brain is sick and horns are sprouting out of my head!",  What means Sicilia?  
the-winters-tale-act-1-scene-2.json-line-38,Is Leontes all right?,  He something seems unsettled.  
the-winters-tale-act-1-scene-2.json-line-39,He seems a little upset.,"  How, my lord!What cheer? how is't with you, best brother?  "
the-winters-tale-act-1-scene-2.json-line-40,"[To LEONTES] Hey, are you all right? How are you, brother?","  You look as if you held a brow of much distractionAre you moved, my lord?  "
the-winters-tale-act-1-scene-2.json-line-41,"Your forehead looks wrinkled with thought. Are you upset, my love?","   No, in good earnest.    How sometimes nature will betray its folly,    Its tenderness, and make itself a pastime    To harder bosoms!   Looking on the lines    Of my boy's face, methoughts I did recoil    Twenty-three years, and saw myself unbreech'd,    In my green velvet coat, my dagger muzzled,    Lest it should bite its master, and so prove,    As ornaments oft do, too dangerous:    How like, methought, I then was to this kernel,    This squash, this gentleman.   Mine honest friend,    Will you take eggs for money?   "
the-winters-tale-act-1-scene-2.json-line-42,"No, really, I'm fine. [To himself] See how our bodies give us away, giving other people a chance to laugh at us! Just now, looking at my son's face, I went back in time twenty-three years and saw myself back before I wore pants, in my green velvet coat, with a blunt practice sword (it was blunt so that I didn't cut myself, since that kind of toy is dangerous when you're a kid). Back then I was so much like this kid. [To MAMILLIUS] Buddy, would you let yourself be robbed?","  No, my lord, I'll fight.  "
the-winters-tale-act-1-scene-2.json-line-43,"No, sir, I'll fight.","  You will! why, happy man be's dole! My brother,Are you so fond of your young prince as weDo seem to be of ours?  "
the-winters-tale-act-1-scene-2.json-line-44,"You will? Well, lucky me! [To POLIXENES] Brother, do you love your son as much as I seem to love mine?","   If at home, sir,    He's all my exercise, my mirth, my matter,    Now my sworn friend and then mine enemy,    My parasite, my soldier, statesman, all:    He makes a July's day short as December,    And with his varying childness cures in me    Thoughts that would thick my blood.   "
the-winters-tale-act-1-scene-2.json-line-45,"When I'm at home I spend all my time playing, laughing, and working with him. He's my friend and my enemy, my shadow, my soldier, my little king-in-training. He makes the days fly by and his crazy antics keep me from taking myself too seriously.","   So stands this squire    Officed with me: we two will walk, my lord,    And leave you to your graver steps.   Hermione,    How thou lovest us, show in our brother's welcome;    Let what is dear in Sicily be cheap:    Next to thyself and my young rover, he's    Apparent to my heart.   "
the-winters-tale-act-1-scene-2.json-line-46,"It's the same with me and my son. Well, Mamillius and I will walk along and leave you two to more serious business. Hermione, you can show your love for me by giving Polixenes a warm welcome. Let him have what is expensive in Sicily for a small price. Next to you and our son, he's the person I care about the most.","  If you would seek us,We are yours i' the garden: shall's attend you there?  "
the-winters-tale-act-1-scene-2.json-line-47,"If you need us, we'll be in the garden. Should we wait for you there?","   To your own bents dispose you: you'll be found,    Be you beneath the sky.    [Aside]   I am angling now,    Though you perceive me not how I give line.    Go to, go to!    How she holds up the neb, the bill to him!    And arms her with the boldness of a wife    To her allowing husband!    [Exeunt POLIXENES, HERMIONE, and Attendants]    Gone already!    Inch-thick, knee-deep, o'er head and    ears a fork'd one!    Go, play, boy, play: thy mother plays, and I    Play too, but so disgraced a part, whose issue    Will hiss me to my grave: contempt and clamour    Will be my knell. Go, play, boy, play.    There have been,    Or I am much deceived, cuckolds ere now;    And many a man there is, even at this present,    Now while I speak this, holds his wife by the arm,    That little thinks she has been sluiced in's absence    And his pond fish'd by his next neighbour, by    Sir Smile, his neighbour:   nay, there's comfort in't    Whiles other men have gates and those gates open'd,    As mine, against their will. Should all despair    That have revolted wives, the tenth of mankind    Would hang themselves.   Physic for't there is none;    It is a bawdy planet, that will strike    Where 'tis predominant; and 'tis powerful, think it,    From east, west, north and south: be it concluded,    No barricado for a belly; know't;    It will let in and out the enemy    With bag and baggage: many thousand on's    Have the disease, and feel't not.   How now, boy!   "
the-winters-tale-act-1-scene-2.json-line-48,"Do whatever you want. I'll find you as long as you're underneath the sky.[To himself] I'm reeling them in now, even if you can't see my fishing line. Oh, come on! Look how she holds up her mouth, her lips to him! As confidently as if he were her own husband! [POLIXENES, HERMIONE, and their servants leave] There they go! I'm in thick and deep, over my head, and horns are sprouting above my ears! [To MAMILLIUS] Go play, boyplay! Your mother's playing, and I play such a horrible part that its reviews will put me in my grave; booing and hissing will be the last thing I hear.[To the audience] Unless I'm mistaken, plenty of men have been cheated on by their wives before now. There may even be a man here, as I'm speaking, holding his wife by the arm not knowing she slept with someone else while he was gone. Little does he know that his neighbor (you know the one, Mr. Smiley) stuck his fishing rod in that pond while he was out of town. It's actually comforting to know that I'm not alone in having something taken from me against my will. If all men who've been cheated on gave up on themselves, ten percent of the male population would hang themselves. There's no solution to it. We live on a raunchy planet and the raunchiness can strike at any time (and powerfully, believe you me) from the east, west, north, or south. It'll let the enemy in and out with bag and baggage. Thousands of us suffer from this and have no idea. [To MAMILLIUS] What's up, son?","  I am like you, they say.  "
the-winters-tale-act-1-scene-2.json-line-49,They say I'm like you.,"  Why that's some comfort. What, Camillo there?  "
the-winters-tale-act-1-scene-2.json-line-50,"Well, that's comforting. [Enter CAMILLO] Hey, Camillo, is that you?","  Ay, my good lord.  "
the-winters-tale-act-1-scene-2.json-line-51,"Yes, sir.","  Go play, Mamillius; thou'rt an honest man.  [Exit MAMILLIUS]  Camillo, this great sir will yet stay longer.  "
the-winters-tale-act-1-scene-2.json-line-52,"Mamillius, go play. That's a good boy. [MAMILLIUS leaves]Camillo, this all-important man has decided to stay longer. ","  You had much ado to make his anchor hold:When you cast out, it still came home.  "
the-winters-tale-act-1-scene-2.json-line-53,"You worked hard to make him stay. As hard as you tried, he insisted he had to get home.",  Didst note it?  
the-winters-tale-act-1-scene-2.json-line-54,Did you notice that?,  He would not stay at your petitions: madeHis business more material.  
the-winters-tale-act-1-scene-2.json-line-55,"He wouldn't stay when you asked. It's like the more you pushed, the more he was convinced his business was more important.","  Didst perceive it?  [Aside]  They're here with me already, whispering, rounding'Sicilia is a so-forth:' 'tis far gone,When I shall gust it last. How came't, Camillo,That he did stay?  "
the-winters-tale-act-1-scene-2.json-line-56,"Did you pick up on that?[To himself] They're all gossiping about me already, whispering, ""Leontes is such-and-such."" It'll be too late by the time I hear about it. Camillo, why did he finally decide to stay?",  At the good queen's entreaty.  
the-winters-tale-act-1-scene-2.json-line-57,Because the good queen asked.,"   At the queen's be't: 'good' should be pertinent    But, so it is, it is not.   Was this taken    By any understanding pate but thine?    For thy conceit is soaking, will draw in    More than the common blocks: not noted, is't,    But of the finer natures? by some severals    Of head-piece extraordinary?   lower messes    Perchance are to this business purblind? say.   "
the-winters-tale-act-1-scene-2.json-line-58,"The queen, huh? Whether or not she's ""good"" is up for debate. Did anyone else notice this besides you? I mean, you're pretty intelligent, but idiots wouldn't pick up on that, right? It would have escaped the average personthey'd be totally blind to the matter. What do you say to that?","  Business, my lord! I think most understandBohemia stays here longer.  "
the-winters-tale-act-1-scene-2.json-line-59,"The matter, sir! I think most people can understand the fact that Polixenes is staying here longer.",  Ha!  
the-winters-tale-act-1-scene-2.json-line-60,Ha!,  Stays here longer.  
the-winters-tale-act-1-scene-2.json-line-61,He's staying here longer.,"  Ay, but why?  "
the-winters-tale-act-1-scene-2.json-line-62,"Yes, but why?",  To satisfy your highness and the entreatiesOf our most gracious mistress.  
the-winters-tale-act-1-scene-2.json-line-63,To satisfy you and because of your lovely wife's invitation.,"   Satisfy!    The entreaties of your mistress! satisfy!    Let that suffice.   I have trusted thee, Camillo,    With all the nearest things to my heart, as well    My chamber-councils, wherein, priest-like, thou    Hast cleansed my bosom, I from thee departed    Thy penitent reform'd:   but we have been    Deceived in thy integrity, deceived    In that which seems so.   "
the-winters-tale-act-1-scene-2.json-line-64,"""Satisfy!"" ""Satisfy"" my wife's invitation! That says it all. I've trusted you, Camillo, with my darkest secrets. I've confessed my soul to you as if you were a priest, and you've cleared my conscience and helped me to be a better man. But now I see I was wrong about you. I thought you were a good man, but you're not!","  Be it forbid, my lord!  "
the-winters-tale-act-1-scene-2.json-line-65,"That can't be, sir!","   To bide upon't, thou art not honest, or,    If thou inclinest that way, thou art a coward,    Which hoxes honesty behind, restraining    From course required;   or else thou must be counted    A servant grafted in my serious trust    And therein negligent;   or else a fool    That seest a game play'd home, the rich stake drawn,    And takest it all for jest.   "
the-winters-tale-act-1-scene-2.json-line-66,"To be clear: you're a liar. You're a coward who shrinks away from honesty and who's afraid to do the right thing. You're either a servant who won my trust only so you could betray me, or an idiot who sees what's going on and, for his own gain, pretends it's all a joke.","   My gracious lord,    I may be negligent, foolish and fearful;    In every one of these no man is free,    But that his negligence, his folly, fear,    Among the infinite doings of the world,    Sometime puts forth.   In your affairs, my lord,    If ever I were wilful-negligent,    It was my folly; if industriously    I play'd the fool, it was my negligence,    Not weighing well the end;     if ever fearful    To do a thing, where I the issue doubted,    Where of the execution did cry out    Against the non-performance, 'twas a fear    Which oft infects the wisest:   these, my lord,    Are such allow'd infirmities that honesty    Is never free of.   But, beseech your grace,    Be plainer with me; let me know my trespass    By its own visage: if I then deny it,    'Tis none of mine.   "
the-winters-tale-act-1-scene-2.json-line-67,"Sir, I may be careless, stupid, and afraid, but nobody's perfect. Carelessness, stupidity, and fear are just part of being in the world; you can't avoid them. As long as I've worked for you, sir, any time I messed up, it was because I was stupid. If I acted stupidly, it's because I made a mistake and didn't think it through. If I were ever so afraid to do something, so afraid I couldn't control the consequences that I wasn't able to carry it out, well, that's a fear even the smartest people have to deal with. But, sir, I'm begging you to be straight with me. Tell me to my face how I messed up. If I deny it, then you'd better believe I didn't do it.","   Ha' not you seen, Camillo    But that's past doubt, you have, or your eye-glass    Is thicker than a cuckold's horn,   or heard,    For to a vision so apparent rumour    Cannot be mute,or thought,for cogitation    Resides not in that man that does not think,    My wife is slippery?   If thou wilt confess,    Or else be impudently negative,    To have nor eyes nor ears nor thought, then say    My wife's a hobby-horse, deserves a name    As rank as any flax-wench that puts to    Before her troth-plight: say't and justify't.   "
the-winters-tale-act-1-scene-2.json-line-68,"Camillo, haven't you seen (but you must have, unless your glasses are as thick as a cuckold's horn) or heard (since something so obvious must have started rumors) or thought (for only someone incapable of thinking wouldn't have thought of this) that my wife is unfaithful? Unless you're planning to say ""no"" or you're willing to claim that you're blind, deaf, and dumb, admit that my wife's a slut who deserves every name you'd call a corner prostitute. Just say it and swear by it.","   I would not be a stander-by to hear    My sovereign mistress clouded so, without    My present vengeance taken:   'shrew my heart,    You never spoke what did become you less    Than this; which to reiterate were sin    As deep as that, though true.   "
the-winters-tale-act-1-scene-2.json-line-69,"I'd hate to even be a bystander overhearing someone talk about Hermione that wayI'd have to fight them. For goodness' sake, you've never said anything that made you look as badly as you do now. Just to repeat what you said would be a crime, even if it were true.","   Is whispering nothing?    Is leaning cheek to cheek? is meeting noses?    Kissing with inside lip? stopping the career    Of laughing with a sigh?   a note infallible    Of breaking honestyhorsing foot on foot?    Skulking in corners?   wishing clocks more swift?    Hours, minutes? noon, midnight? and all eyes    Blind with the pin and web but theirs, theirs only,    That would unseen be wicked? is this nothing?    Why, then the world and all that's in't is nothing;    The covering sky is nothing; Bohemia nothing;    My wife is nothing; nor nothing have these nothings,    If this be nothing.   "
the-winters-tale-act-1-scene-2.json-line-70,"Is whispering nothing? Leaning against each other, touching cheeks? Rubbing noses? French-kissing? Laughing until you can't breathe? Here's one you can't ignoreplaying footsie? Hiding in corners? Counting down the minutes and hours until midnight, when, while all eyes but theirs are closed in sleep, they might be wicked in secret? Is all that nothing? Well, then, the world and everything in it is nothing, the universe is nothing, Bohemia is nothing, my wife is nothing, and everything I'm saying is nothing, if this is ""nothing.""","  Good my lord, be curedOf this diseased opinion, and betimes;For 'tis most dangerous.  "
the-winters-tale-act-1-scene-2.json-line-71,"Sir, please stop believing this sick lie, and soon; it's really dangerous.","  Say it be, 'tis true.  "
the-winters-tale-act-1-scene-2.json-line-72,Say that it's true.,"  No, no, my lord.  "
the-winters-tale-act-1-scene-2.json-line-73,"No, no, sir.","   It is; you lie, you lie:    I say thou liest, Camillo, and I hate thee,    Pronounce thee a gross lout, a mindless slave,    Or else a hovering temporizer, that    Canst with thine eyes at once see good and evil,    Inclining to them both:   were my wife's liver    Infected as her life, she would not live    The running of one glass.   "
the-winters-tale-act-1-scene-2.json-line-74,"It is! You lie! You lie! I say you lie, Camillo, and I hate you. You're a disgusting lowlife, a mindless slave, or maybe just a two-faced liar who can pay lip-service to good while really doing evil. If my wife's liver were as diseased as her whole life is, she'd drop dead in an instant.",  Who does infect her?  
the-winters-tale-act-1-scene-2.json-line-75,Who infected her?,"   Why, he that wears her like a medal, hanging    About his neck, Bohemia:   who, if I    Had servants true about me, that bare eyes    To see alike mine honour as their profits,    Their own particular thrifts, they would do that    Which should undo more doing:   ay, and thou,    His cupbearer,whom I from meaner form    Have benched and reared to worship, who mayst see    Plainly as heaven sees earth and earth sees heaven,    How I am galled,   mightst bespice a cup,    To give mine enemy a lasting wink;    Which draught to me were cordial.   "
