id,translated_dialog,og_response
timon-of-athens-act-1-scene-1.json-line-30,"I will unlock the meaning for you. Notice how people of all types and temperaments, whether smooth-talking and self-interested or serious and truthful, offer their services to Lord Timon. His immense wealth and his kind and gracious nature overwhelm people, and buy him the approval of all sorts of people eager to love and attend him, from the flatterer whose face mirrors the wishes of his counterpart, to Apemantus, who loves nothing more than hating himself. Even he bows down on his knees to Timon, and leaves peacefully after receiving Timon's approval.",  I saw them speak together.  
timon-of-athens-act-1-scene-1.json-line-31,I did see them speaking to one another.,"   Sir, I have upon a high and pleasant hill    Feign'd Fortune to be throned: the base o' the mount    Is rank'd with all deserts, all kind of natures,    That labour on the bosom of this sphere    To propagate their states:   amongst them all,    Whose eyes are on this sovereign lady fix'd,    One do I personate of Lord Timon's frame,    Whom Fortune with her ivory hand wafts to her;    Whose present grace to present slaves and servants    Translates his rivals.   "
timon-of-athens-act-1-scene-1.json-line-32,"[Speaking of the content of his poem] I have written down here that the goddess Fortune is sitting high atop her throne on a beautiful hill. The base of the mountain is surrounded by men of all stations, all dispositions, all trying their hardest to get richer while on earth. Among all of these men, who watch Fortune attentively, I have one meant to represent Lord Timon, whom Fortune beckons to her, instantly transforming all of the other men, his rivals, into servants and slaves.","   'Tis conceived to scope.    This throne, this Fortune, and this hill, methinks,    With one man beckon'd from the rest below,    Bowing his head against the sleepy mount    To climb his happiness, would be well express'd    In our condition.   "
timon-of-athens-act-1-scene-1.json-line-33,"How well you've depicted the scene! This throne, this depiction of Fortune, and this hillwith one man beckoned from the rest below, bowing his head before the great mountain on which Fortune sits, the source of his happinessperfectly captures the human condition.","   Nay, sir, but hear me on.    All those which were his fellows but of late,    Some better than his value, on the moment    Follow his strides, his lobbies fill with tendance,    Rain sacrificial whisperings in his ear,    Make sacred even his stirrup, and through him    Drink the free air.   "
timon-of-athens-act-1-scene-1.json-line-34,"Sir, listen to some more of the poem. All of those men who were his equals, some of an even better rank, immediately follow him, so that his rooms are suddenly filled with attendants who shower his ears with whispers of their sacrificial devotion to him, and make sacred even his mounting of a horse, as if it were only because of him that they could breathe.","  Ay, marry, what of these?  "
timon-of-athens-act-1-scene-1.json-line-35,"Indeed, and what do we make of these people?","   When Fortune in her shift and change of mood    Spurns down her late beloved, all his dependants    Which labour'd after him to the mountain's top    Even on their knees and hands, let him slip down,    Not one accompanying his declining foot.   "
timon-of-athens-act-1-scene-1.json-line-36,"The moment Fortune changes her mind and spurns this newly chosen man, all of those who depended on him and who helped him on their hands and knees to reach the mountain top, they let him slip without even trying to save him.",   'Tis common:    A thousand moral paintings I can show    That shall demonstrate these quick blows of Fortune's    More pregnantly than words.   Yet you do well    To show Lord Timon that mean eyes have seen    The foot above the head.   
timon-of-athens-act-1-scene-1.json-line-37,That is true. I can show you a thousand paintings of moral lessons that demonstrate Fortune's sudden victims more effectively than words ever could. But you'd do well nevertheless to show the Lord Timon that even we commoners can see that he is falling.,"  Imprison'd is he, say you?  "
timon-of-athens-act-1-scene-1.json-line-38,You say that he is imprisoned?,"   Ay, my good lord: five talents is his debt,    His means most short, his creditors most strait:    Your honourable letter he desires    To those have shut him up; which failing,    Periods his comfort.   "
timon-of-athens-act-1-scene-1.json-line-39,"Yes, my good lord: he owes five talents, and even though he has such a small income, his creditors are insistent that he give it back right away. He wants a letter from you to those who have imprisoned him, without which he claims he'll have no comfort.","   Noble Ventidius! Well;    I am not of that feather to shake off    My friend when he must need me.   I do know him    A gentleman that well deserves a help:    Which he shall have: I'll pay the debt,    and free him.   "
timon-of-athens-act-1-scene-1.json-line-40,"Great Ventidius! Well, I am not the type of man to neglect a friend in need. I know that he is a gentleman that deserves assistance, which he will get. I'll pay the debt for his freedom.",  Your lordship ever binds him.  
timon-of-athens-act-1-scene-1.json-line-41,Your lordship always makes him grateful.,"   Commend me to him: I will send his ransom;    And being enfranchised, bid him come to me.    'Tis not enough to help the feeble up,    But to support him after. Fare you well.   "
timon-of-athens-act-1-scene-1.json-line-42,Give him my regards. I will send his ransom and when he is free I will ask him to come to me. It is not enough simply to help the weak stand. One must also support them after helping them up. Farewell.,  All happiness to your honour!  
timon-of-athens-act-1-scene-1.json-line-43,Goodbye. Be well!,"  Lord Timon, hear me speak.  "
timon-of-athens-act-1-scene-1.json-line-44,"Lord Timon, would you hear me speak?","  Freely, good father.  "
timon-of-athens-act-1-scene-1.json-line-45,"Speak freely, good man.",  Thou hast a servant named Lucilius.  
timon-of-athens-act-1-scene-1.json-line-46,You have a servant named Lucilius.,  I have so: what of him?  
timon-of-athens-act-1-scene-1.json-line-47,I do. What of him?,"  Most noble Timon, call the man before thee.  "
timon-of-athens-act-1-scene-1.json-line-48,"Most noble Timon, would you call the man before you?","  Attends he here, or no? Lucilius!  "
timon-of-athens-act-1-scene-1.json-line-49,Is he here right now? Lucilius!,"  Here, at your lordship's service.  "
timon-of-athens-act-1-scene-1.json-line-50,"Here, at your lordship's service.","   This fellow here, Lord Timon, this thy creature,    By night frequents my house.   I am a man    That from my first have been inclined to thrift;    And my estate deserves an heir more raised    Than one which holds a trencher.   "
timon-of-athens-act-1-scene-1.json-line-51,"This man, Lord Timon, this dependent of yours, comes by my house at night. I am a man who has been thrifty from the start, and my estate deserves an heir of better rank than this lowly waiter here.",  Well; what further?  
timon-of-athens-act-1-scene-1.json-line-52,"Okay. What, then?","   One only daughter have I, no kin else,    On whom I may confer what I have got:    The maid is fair, o' the youngest for a bride,    And I have bred her at my dearest cost    In qualities of the best.  This man of thineAttempts her love: I prithee, noble lord,Join with me to forbid him her resort;Myself have spoke in vain.  "
timon-of-athens-act-1-scene-1.json-line-53,"I have just one daughter, no other family, to whom I can give my estate. She is a good-looking girl, barely old enough to be a bride, and I have raised her well to possess the most desirable qualities. This man of yours keeps flirting with her. Please, my lord, help me forbid him from seeing her. Otherwise I might as well have said nothing.",  The man is honest.  
timon-of-athens-act-1-scene-1.json-line-54,[Speaking of LUCILIUS] This man is honest.,"  Therefore he will be, Timon:His honesty rewards him in itself;It must not bear my daughter.  "
timon-of-athens-act-1-scene-1.json-line-55,"And because of that your man should be too, Timon. His honesty ought to reward him in and of itself. But it should not earn him my daughter too.",  Does she love him?  
timon-of-athens-act-1-scene-1.json-line-56,Does she love him?,  She is young and apt:Our own precedent passions do instruct usWhat levity's in youth.  
timon-of-athens-act-1-scene-1.json-line-57,She is young and impressionable. You and I know well from our past passions what lighthearted thoughtlessness there is in youth.,   [To LUCILIUS]  Love you the maid?  
timon-of-athens-act-1-scene-1.json-line-58,[To LUCILIUS] Do you love this young woman?,"  Ay, my good lord, and she accepts of it.  "
timon-of-athens-act-1-scene-1.json-line-59,"Yes, my lord, and she loves me back.","   If in her marriage my consent be missing,    I call the gods to witness,   I will choose    Mine heir from forth the beggars of the world,    And dispossess her all.   "
timon-of-athens-act-1-scene-1.json-line-60,"If I do not consent to her marriage, with the gods as my witness, I will choose my heir from all the beggars of the world and deprive her of everything.","  How shall she be endow'd,if she be mated with an equal husband?  "
timon-of-athens-act-1-scene-1.json-line-61,What dowry should she have if she married a husband from the same social class?,"  Three talents on the present; in future, all.  "
timon-of-athens-act-1-scene-1.json-line-62,"About $6,000 immediately, and everything I have in the future.","   This gentleman of mine hath served me long:    To build his fortune I will strain a little,    For 'tis a bond in men.   Give him thy daughter:    What you bestow, in him I'll counterpoise,    And make him weigh with her.   "
timon-of-athens-act-1-scene-1.json-line-63,"This gentleman Lucilius has served me for a long time. I will make some efforts to build his fortune, such is the duty of friendship. If you give him your daughter I will match whatever you give and make him her equal.","  Most noble lord,Pawn me to this your honour, she is his.  "
timon-of-athens-act-1-scene-1.json-line-64,"Most noble lord, if you swear this on your honor, she is his.",  My hand to thee; mine honour on my promise.  
timon-of-athens-act-1-scene-1.json-line-65,I swear on my own honor.,"  Humbly I thank your lordship: never mayThe state or fortune fall into my keeping,Which is not owed to you!  "
timon-of-athens-act-1-scene-1.json-line-66,"I humbly thank you, my Lord. There is nothing that should come to me that I do not owe to you!","  Vouchsafe my labour, and long live your lordship!  "
timon-of-athens-act-1-scene-1.json-line-67,"Accept this gift I made for you, and long live my lord!","  I thank you; you shall hear from me anon:Go not away. What have you there, my friend?  "
timon-of-athens-act-1-scene-1.json-line-68,"Thank you. I will let you know when I'd like to hear your work. But don't go away. [To the PAINTER] What do you have there, friend?","  A piece of painting, which I do beseechYour lordship to accept.  "
timon-of-athens-act-1-scene-1.json-line-69,"A painting, which I'm begging you to accept as a gift from me.","   Painting is welcome.    The painting is almost the natural man;    or since dishonour traffics with man's nature,    He is but outside:   these pencill'd figures are    Even such as they give out. I like your work;    And you shall find I like it: wait attendance    Till you hear further from me.   "
timon-of-athens-act-1-scene-1.json-line-70,"I do like paintings, and this one is  looks almost exactly like me. Sometimes, because men can be duplicitous, a man becomes only what he lets other people see from the outside. But these pencil marks in your painting are no more than they appear to be. I like your work, and I'll let you know soon how much I like it. Wait here until you hear from me.",  The gods preserve ye!  
timon-of-athens-act-1-scene-1.json-line-71,God bless you!,"  Well fare you, gentleman: give me your hand;We must needs dine together. Sir, your jewelHath suffer'd under praise.  "
timon-of-athens-act-1-scene-1.json-line-72,"Well goodbye, gentleman. Give me your hands. We must dine together sometime soon.[To the JEWELER] Sir, your jewel has gotten too much praise!","  What, my lord! dispraise?  "
timon-of-athens-act-1-scene-1.json-line-73,What? You don't like it?,"  A more satiety of commendations.If I should pay you for't as 'tis extoll'd,It would unclew me quite.  "
timon-of-athens-act-1-scene-1.json-line-74,"It's gotten too much praise. If I paid you based on how much it's been praised, I would go broke. ","   My lord, 'tis rated    As those which sell would give: but you well know,    Things of like value differing in the owners    Are prized by their masters:   believe't, dear lord,    You mend the jewel by the wearing it.   "
timon-of-athens-act-1-scene-1.json-line-75,"My lord, it is valued as much as its sellers would pay for it. But you know well that the value of things differs in the hands of different owners, and increases when they belong to masters of higher status. Believe me, dear lord, you would make this jewel more expensive just by wearing it.",  Well mock'd.  
timon-of-athens-act-1-scene-1.json-line-76,That's a compelling sales pitch.,"  No, my good lord; he speaks the common tongue,Which all men speak with him.  "
timon-of-athens-act-1-scene-1.json-line-77,"No, my good lord. He says what everyone says. They all agree.","  Look, who comes here: will you be chid?  "
timon-of-athens-act-1-scene-1.json-line-78,"Uh oh, look who's coming. Will we be mocked? ","  We'll bear, with your lordship.  "
timon-of-athens-act-1-scene-1.json-line-79,We'll bear the brunt of his insults with you.,  He'll spare none.  
timon-of-athens-act-1-scene-1.json-line-80,He won't spare anyone.,"  Good morrow to thee, gentle Apemantus!  "
timon-of-athens-act-1-scene-1.json-line-81,"Good day to you, gentle Apemantus!","  Till I be gentle, stay thou for thy good morrow;When thou art Timon's dog, and these knaves honest.  "
timon-of-athens-act-1-scene-1.json-line-82,"Save your ""good morrow"" until after I've been nice to you",  Why dost thou call them knaves? thou know'st them not.  
timon-of-athens-act-1-scene-1.json-line-83,Why do you call them villains? You don't even know them.,  Are they not Athenians?  
timon-of-athens-act-1-scene-1.json-line-84,Are they from Athens?,  Yes.  
timon-of-athens-act-1-scene-1.json-line-85,Yes.,  Then I repent not.  
timon-of-athens-act-1-scene-1.json-line-86,Then I don't feel bad for saying it.,"  You know me, Apemantus?  "
timon-of-athens-act-1-scene-1.json-line-87,"Do you know who I am, Apemantus?",  Thou know'st I do: I call'd thee by thy name.  
timon-of-athens-act-1-scene-1.json-line-88,"You know I do, because I called you by your name, ""villain.""","  Thou art proud, Apemantus.  "
timon-of-athens-act-1-scene-1.json-line-89,"You are too arrogant, Apemantus.",  Of nothing so much as that I am not like Timon.  
timon-of-athens-act-1-scene-1.json-line-90,"I couldn't be less like you in that way, Timon.",  Whither art going?  
timon-of-athens-act-1-scene-1.json-line-91,Where are you going?,  To knock out an honest Athenian's brains.  
timon-of-athens-act-1-scene-1.json-line-92,To knock the brains out of an honest Athenian. ,  That's a deed thou'lt die for.  
timon-of-athens-act-1-scene-1.json-line-93,That is a deed that you will die for.,"  Right, if doing nothing be death by the law.  "
timon-of-athens-act-1-scene-1.json-line-94,Only if doing nothing would be punishable by death under the law.,"  How likest thou this picture, Apemantus?  "
timon-of-athens-act-1-scene-1.json-line-95,"How do you like this portrait, Apemantus?","  The best, for the innocence.  "
timon-of-athens-act-1-scene-1.json-line-96,"It's fine, but it's just a painting.",  Wrought he not well that painted it?  
timon-of-athens-act-1-scene-1.json-line-97,Didn't the painter do a good job?,  He wrought better that made the painter; and yethe's but a filthy piece of work.  
timon-of-athens-act-1-scene-1.json-line-98,"Whoever made the painter did a better job, and he himself is a terribly flawed piece of work.",  You're a dog.  
timon-of-athens-act-1-scene-1.json-line-99,You're a dog.,"  Thy mother's of my generation: what's she, if I be a dog?  "
timon-of-athens-act-1-scene-1.json-line-100,Your mother is of the same species: what is she if I am a dog?,"  Wilt dine with me, Apemantus?  "
timon-of-athens-act-1-scene-1.json-line-101,"Will you dine with me, Apemantus?",  No; I eat not lords.  
timon-of-athens-act-1-scene-1.json-line-102,"No, I do not eat lords.","  An thou shouldst, thou 'ldst anger ladies.  "
timon-of-athens-act-1-scene-1.json-line-103,"If you did, you would anger the ladies.","  O, they eat lords; so they come by great bellies.  "
timon-of-athens-act-1-scene-1.json-line-104,"Oh, they eat lords; that's how they get pregnant.",  That's a lascivious apprehension.  
timon-of-athens-act-1-scene-1.json-line-105,That's a crude sentiment.,  So thou apprehendest it: take it for thy labour.  
timon-of-athens-act-1-scene-1.json-line-106,That's how you've interpreted it: it's your fault then.,"  How dost thou like this jewel, Apemantus?  "
timon-of-athens-act-1-scene-1.json-line-107,"Do you like this jewel, Apemantus?","  Not so well as plain-dealing, which will not cost aman a doit.  "
timon-of-athens-act-1-scene-1.json-line-108,"Not as much as I value telling the truth, which doesn't cost a penny.",  What dost thou think 'tis worth?  
timon-of-athens-act-1-scene-1.json-line-109,What do you think it's worth?,"  Not worth my thinking. How now, poet!  "
timon-of-athens-act-1-scene-1.json-line-110,"It's not worth my thinking about it. What about you, poet?","  How now, philosopher!  "
timon-of-athens-act-1-scene-1.json-line-111,"And you, philosopher!",  Thou liest.  
timon-of-athens-act-1-scene-1.json-line-112,You lie.,  Art not one?  
timon-of-athens-act-1-scene-1.json-line-113,Are you not a philosopher?,  Yes.  
timon-of-athens-act-1-scene-1.json-line-114,Yes.,  Then I lie not.  
timon-of-athens-act-1-scene-1.json-line-115,Then I do not lie.,  Art not a poet?  
timon-of-athens-act-1-scene-1.json-line-116,Aren't you a poet?,  Yes.  
timon-of-athens-act-1-scene-1.json-line-117,Yes.,"  Then thou liest: look in thy last work, where thouhast feigned him a worthy fellow.  "
timon-of-athens-act-1-scene-1.json-line-118,"Then you lie: look at your last poem, in which you pretended that you think Timon is a worthy man.",  That's not feigned; he is so.  
timon-of-athens-act-1-scene-1.json-line-119,I wasn't faking that. He is a worthy man.,"  Yes, he is worthy of thee, and to pay thee for thylabour: he that loves to be flattered is worthy o'the flatterer. Heavens, that I were a lord!  "
timon-of-athens-act-1-scene-1.json-line-120,"Yes he is worthy of you, and to pay you for your labor. He who loves to be flattered is worthy of the flatterer. God, if only I were a lord!","  What wouldst do then, Apemantus?  "
timon-of-athens-act-1-scene-1.json-line-121,"What would you do then, Apemantus?",  E'en as Apemantus does now; hate a lord with my heart.  
timon-of-athens-act-1-scene-1.json-line-122,The same that I do right now: hate a lord with all my heart.,"  What, thyself?  "
timon-of-athens-act-1-scene-1.json-line-123,What? Yourself?,  Ay.  
timon-of-athens-act-1-scene-1.json-line-124,Yes.,  Wherefore?  
timon-of-athens-act-1-scene-1.json-line-125,Why?,  That I had no angry wit to be a lord.Art not thou a merchant?  
timon-of-athens-act-1-scene-1.json-line-126,Because I would have lost the angry wit I now have if I were a lord. Aren't you a merchant?,"  Ay, Apemantus.  "
timon-of-athens-act-1-scene-1.json-line-127,"Yes, Apemantus.","  Traffic confound thee, if the gods will not!  "
timon-of-athens-act-1-scene-1.json-line-128,"I hope your business destroys youthat is, if the gods don't first!","  If traffic do it, the gods do it.  "
timon-of-athens-act-1-scene-1.json-line-129,"If my business ruins me, the gods ruin me.",  Traffic's thy god; and thy god confound thee!  
timon-of-athens-act-1-scene-1.json-line-130,"Business is your god, and your god will ruin you.",  What trumpet's that?  
timon-of-athens-act-1-scene-1.json-line-131,What's the trumpet for?,"  'Tis Alcibiades, and some twenty horse,All of companionship.  "
timon-of-athens-act-1-scene-1.json-line-132,"It is Alcibiades and twenty horsemen, all together.","  Pray, entertain them; give them guide to us.  "
timon-of-athens-act-1-scene-1.json-line-133,Welcome them and guide them to us.,"  You must needs dine with me: go not you henceTill I have thank'd you: when dinner's done,Show me this piece. I am joyful of your sights.  "
timon-of-athens-act-1-scene-1.json-line-134,"[To the PAINTER] You must dine with me. Don't go until I have thanked you for your painting, and when dinner is over show me your latest work. I will be happy to see you.","  Most welcome, sir!  "
timon-of-athens-act-1-scene-1.json-line-135,Welcome!,"   So, so, there!    Aches contract and starve your supple joints!    That there should be small love 'mongst these    sweet knaves,    And all this courtesy!   The strain of man's bred out    Into baboon and monkey.   "
timon-of-athens-act-1-scene-1.json-line-136,"Yes, yes! Pains flare up and wither your tender joints! That there can be so much disdain amongst these villains, who act with such politeness! All this politeness! The human species has bred itself into baboons and monkeys.","  Sir, you have saved my longing, and I feedMost hungerly on your sight.  "
timon-of-athens-act-1-scene-1.json-line-137,"[To TIMON] Sir your presence has saved me from my longing, and I feed most hungrily at the sight of you.","  Right welcome, sir!Ere we depart, we'll share a bounteous timeIn different pleasures. Pray you, let us in.  "
timon-of-athens-act-1-scene-1.json-line-138,"You are welcome, sir! Before you depart, you'll have a wonderful time filled with many pleasures. Please, let's go inside!","  What time o' day is't, Apemantus?  "
timon-of-athens-act-1-scene-1.json-line-139,What time of day is it Apemantus?,  Time to be honest.  
timon-of-athens-act-1-scene-1.json-line-140,Time to be honest.,  That time serves still.  
timon-of-athens-act-1-scene-1.json-line-141,It is always that time.,"  The more accursed thou, that still omitt'st it.  "
timon-of-athens-act-1-scene-1.json-line-142,Shame on you then for having failed to do so.,  Thou art going to Lord Timon's feast?  
timon-of-athens-act-1-scene-1.json-line-143,Are you going to Lord Timon's feast?,"  Ay, to see meat fill knaves and wine heat fools.  "
timon-of-athens-act-1-scene-1.json-line-144,"Yes, to see idiots fill up on meat and fools get drunk on wine.","  Fare thee well, fare thee well.  "
timon-of-athens-act-1-scene-1.json-line-145,"Farewell, farewell.",  Thou art a fool to bid me farewell twice.  
timon-of-athens-act-1-scene-1.json-line-146,You are a fool to bid me farewell twice.,"  Why, Apemantus?  "
timon-of-athens-act-1-scene-1.json-line-147,"Why, Apemantus?","  Shouldst have kept one to thyself, for I mean togive thee none.  "
timon-of-athens-act-1-scene-1.json-line-148,"You should have kept one for yourself, because I have no intention of giving you one.",  Hang thyself!  
timon-of-athens-act-1-scene-1.json-line-149,Go kill yourself!,"  No, I will do nothing at thy bidding: make thyrequests to thy friend.  "
timon-of-athens-act-1-scene-1.json-line-150,"No, I won't do anything you ask me to do: go ask that of your friend.","  Away, unpeaceable dog, or I'll spurn thee hence!  "
timon-of-athens-act-1-scene-1.json-line-151,"Go away you angry dog, or I'll kick you!","  I will fly, like a dog, the heels o' the ass.  "
timon-of-athens-act-1-scene-1.json-line-152,I will run away like a dog so your heels catch nothing but my ass!,"  He's opposite to humanity. Come, shall we in,And taste Lord Timon's bounty? he outgoesThe very heart of kindness.  "
timon-of-athens-act-1-scene-1.json-line-153,"Apemantus is inhuman. Come, shall we go in and taste Lord Timon's bounty? He exceeds the meaning of the word kindness.","   He pours it out; Plutus, the god of gold,    Is but his steward: no meed, but he repays    Sevenfold above itself;   no gift to him,    But breeds the giver a return exceeding    All use of quittance.   "
timon-of-athens-act-1-scene-1.json-line-154,"Kindness pours out of him. Even Plutus, the god of gold, seems like just a mere apprentice of Timon's. There is no service given him that he does not repay seven times in value. There is no gift he receives that doesn't return to the giver a sense of value exceeding the price paid for it.",  The noblest mind he carriesThat ever govern'd man.  
timon-of-athens-act-1-scene-1.json-line-155,He has the noblest mind any man has ever had.,  Long may he live in fortunes! Shall we in?  
timon-of-athens-act-1-scene-1.json-line-156,May he live a long and wealthy life! Shall we go in?,  I'll keep you company.  
timon-of-athens-act-1-scene-2.json-line-0,"Honorable Timon, it has pleased the gods to remember the times of my father and to call him to a long peace in death. He is now happily gone and has left me rich. Virtue has thus dictated, then, that I honor your generosity. I return all of that money you lent me, and double the amount in thanks and service to you, who helped free me.","   O, by no means,    Honest Ventidius; you mistake my love:    I gave it freely ever; and there's none    Can truly say he gives, if he receives:    If our betters play at that game, we must not dare    To imitate them; faults that are rich are fair.   "
timon-of-athens-act-1-scene-2.json-line-1,"By no means, good Ventidius. I helped you out of love and gave everything to you freely. No one can actually say that he gives if he receives something in return. The politicians play those kind of crafty games, and we must not do the same. If rich people ought to have faults, let them be good faults.",  A noble spirit!  
timon-of-athens-act-1-scene-2.json-line-2,What a noble spirit!,"  Nay, my lords,  "
timon-of-athens-act-1-scene-2.json-line-3,"[As the Lords stand and look at TIMON] No, my lords.","   Ceremony was but devised at first    To set a gloss on faint deeds, hollow welcomes,    Recanting goodness, sorry ere 'tis shown;    But where there is true friendship, there needs none.    Pray, sit; more welcome are ye to my fortunes    Than my fortunes to me.   "
timon-of-athens-act-1-scene-2.json-line-4,"These kinds of formalities were first devised to give meaning to meaningless deeds, hollow greetings, and false kindness. It is sad that it is shown here, where true friendship and ceremony is not needed. Please sit down. You are more welcome to my fortunes than they are welcome to me.","  My lord, we always have confess'd it.  "
timon-of-athens-act-1-scene-2.json-line-5,"My lord, we have always said the same.","  Ho, ho, confess'd it! hang'd it, have you not?  "
timon-of-athens-act-1-scene-2.json-line-6,"Haha, you've confessed it? And been hanged for the sin, have you not?","  O, Apemantus, you are welcome.  "
timon-of-athens-act-1-scene-2.json-line-7,"Apemantus, you (and your humor) are welcome here.",  No;You shall not make me welcome:I come to have thee thrust me out of doors.  
timon-of-athens-act-1-scene-2.json-line-8,"No, I am not. You will not let me be welcome, because I have come to remove you.","   Fie, thou'rt a churl; ye've got a humour there    Does not become a man: 'tis much to blame.    They say, my lords, 'ira furor brevis est;' but yond    man is ever angry.   Go, let him have a table by    himself, for he does neither affect company, nor is    he fit for't, indeed.   "
timon-of-athens-act-1-scene-2.json-line-9,"Ah, you are a mean-spirited man. You have an unbecoming disposition and it's pretty sad. My lords, they say, ""anger is a brief madness,"" but this man here is angry all the time! Let him have a table for himself, for he neither wants company nor seems deserving of it.","  Let me stay at thine apperil, Timon: I come toobserve; I give thee warning on't.  "
