id,translated_dialog,og_response
the-taming-of-the-shrew-act-1-scene-1.json-line-47,Tell me your idea first.,  You will be schoolmasterAnd undertake the teaching of the maid:Thats your device.  
the-taming-of-the-shrew-act-1-scene-1.json-line-48,You will be a tutor and offer to teach the girl. Is that your plan?,  It is. May it be done?  
the-taming-of-the-shrew-act-1-scene-1.json-line-49,It is. Can it be done?,"   Not possible. For who shall bear your part    And be in Padua here Vincentios son,    Keep house and ply his book, welcome his friends,    Visit his countrymen and banquet them?   "
the-taming-of-the-shrew-act-1-scene-1.json-line-50,"It's impossible. Who would take your place and be Vincentio's son here in Padua, living in your house and studying your books, welcoming your friends, visiting and dining with your fellow countrymen from Pisa?","    Basta,    content thee, for I have it full.    We have not yet been seen in any house,    Nor can we be distinguished by our faces    For man or master.   Then it follows thus:    Thou shalt be master, Tranio, in my stead,    Keep house and port and servants as I should.    I will some other be, some Florentine,    Some Neapolitan, or meaner man of Pisa.    'Tis hatched, and shall be so. Tranio, at once    Uncase thee. Take my colored hat and cloak.   "
the-taming-of-the-shrew-act-1-scene-1.json-line-51,"Enoughdon't worry, I have it all planned out. No one has seen us yet, so no one knows which of us is the master and which is the servant. So this is how it'll go: you'll be the master, Tranio, and replace me. You'll maintain my rank, live in my house, and keep servants, just as I would do. I, on the other hand, will be some other mansome fellow from Florence or Naples, or a low-ranking man from Pisa. Well, that's the plan, so let's do it. Tranio, undress yourself at once, and put on my colored hat and cloak.","  When Biondello comes, he waits on thee,But I will charm him first to keep his tongue.  "
the-taming-of-the-shrew-act-1-scene-1.json-line-52,"When Biondello comes, he must wait on you like you're his master. But first I'll persuade him to keep all this a secret.","   So had you need.    In brief, sir, sith it your pleasure is,    And I am tied to be obedient    For so your father charged me at our parting,    ""Be serviceable to my son,"" quoth he,    Although I think 'twas in another sense    I am content to be Lucentio    Because so well I love Lucentio.   "
the-taming-of-the-shrew-act-1-scene-1.json-line-53,"That's very important. Since this is what you want, sir, and I am sworn to obey youfor that's what your father commanded me when we left, saying, ""Serve my son,"" although I don't think he had this in mindI will pretend to be Lucentio, because I love the real Lucentio so much.","  Tranio, be so, because Lucentio loves,And let me be a slave t'achieve that maidWhose sudden sight hath thralled my wounded eye.  "
the-taming-of-the-shrew-act-1-scene-1.json-line-54,"Good, Tranio, for the real Lucentio is also in love. I will even become a slave if it will win me that girl, whose appearance has bewitched my lovestruck eyes.","  Here comes the rogue. Sirrah, where have you been?  "
the-taming-of-the-shrew-act-1-scene-1.json-line-55,"Here comes that rascal. Boy, where have you been?","  Where have  I  been? Nay, how now, where are you? Master,has my fellow Tranio stolen your clothes? Or you stolenhis? Or both? Pray, whats the news?  "
the-taming-of-the-shrew-act-1-scene-1.json-line-56,"Where have I been? The real question is, where are you? Master, has Tranio stolen your clothes? Or have you stolen his? Or both? Please tell me, what's going on?","   Sirrah, come hither: tis no time to jest,    And therefore frame your manners to the time.    Your fellow Tranio here, to save my life,    Puts my apparel and my countenance on,    And I for my escape have put on his;    For in a quarrel since I came ashore    I killed a man and fear I was descried.    Wait you on him, I charge you, as becomes,    While I make way from hence to save my life.    You understand me?   "
the-taming-of-the-shrew-act-1-scene-1.json-line-57,"Boy, come here. This is no time for jokes, so get serious. Your fellow Tranio here has taken on my outward appearance to save my life, and I have put on his appearance in order to escape. I've been in a fight since we came ashore, and I killed a man. I'm afraid that someone saw me. So for now you must wait on Tranio like he's your master, while I make my escape and save my life. Do you understand me?","  Aye, sir.  [aside]  Ne'er a whit.  "
the-taming-of-the-shrew-act-1-scene-1.json-line-58,"Yes, sir. ",  And not a jot of Tranio in your mouth. Tranio is changed into Lucentio.  
the-taming-of-the-shrew-act-1-scene-1.json-line-59,"And don't ever let the name ""Tranio"" slip out. ""Tranio"" is now ""Lucentio.""",  The better for him. Would I were so too.  
the-taming-of-the-shrew-act-1-scene-1.json-line-60,All the better for him. I wish I could be Lucentio too.,"   So could I, faith, boy, to have the next wish after,    That Lucentio indeed had Baptistas youngest daughter.    But, sirrah, not for my sake, but your masters, I advise    You use your manners discreetly in all kind of companies.    When I am alone, why then I am Tranio;    But in all places else, your master Lucentio.   "
the-taming-of-the-shrew-act-1-scene-1.json-line-61,"I'd second your wish, boy, if it meant that the next wish gave Baptista's youngest daughter to Lucentio. But for your master's sake, boy, not mine, I advise you to be discreet in the company of others. When we're alone, then I'm Tranio. But everywhere else, I'm your master Lucentio.","  Tranio, lets go. One thing more rests, that thyself execute,  To make one among these wooers. If thou ask me why, Sufficeth my reasons are both good and weighty.  "
the-taming-of-the-shrew-act-1-scene-1.json-line-62,"Tranio, let's go. One more thing still has to be done, and it's up to you to arrange it. You have to become another suitor to Bianca. Don't ask me whyjust trust that I have a good reason for doing this.","  My lord, you nod. You do not mind the play.  "
the-taming-of-the-shrew-act-1-scene-1.json-line-63,"[To SLY] My lord, you're falling asleep. You're not watching the play.","  Yes, by Saint Anne, do I. A good matter, surely. Comes there any more of it?  "
the-taming-of-the-shrew-act-1-scene-1.json-line-64,"I am watching, by God, I am. It's a good play, to be sure. Is there any more?","  My lord, tis but begun.  "
the-taming-of-the-shrew-act-1-scene-1.json-line-65,"My lord, it's only just begun.","  'Tis a very excellent piece of work, madam lady. Wouldtwere done.  "
the-taming-of-the-shrew-act-1-scene-2.json-line-0,"Farewell for now, Verona. I have come to see my friends in Padua, but especially my best and most beloved friend Hortensio. And I believe this is his house. Here, Grumio. Knock, I say.","  Knock, sir? Whom should I knock? Is there any man has rebused your Worship?  "
the-taming-of-the-shrew-act-1-scene-2.json-line-1,"Knock, sir? Whom should I knock? Has any man rebused your Worship?","  Villain, I say, knock me here soundly.  "
the-taming-of-the-shrew-act-1-scene-2.json-line-2,"Villain, I say, knock for me here.","  Knock you here, sir? Why, sir, what am I, sir, that I should knock you here, sir?  "
the-taming-of-the-shrew-act-1-scene-2.json-line-3,"Knock you here, sir? Why, sir, I don't think it's appropriate for me to knock you here, sir.","  Villain, I say, knock me at this gateAnd rap me well, or Ill knock your knaves pate.  "
the-taming-of-the-shrew-act-1-scene-2.json-line-4,"Villain, I say, knock for me on this door, and pound it well, or I'll knock your fool's head!","  My master is grown quarrelsome. I should knock you first,And then I know after who comes by the worst.  "
the-taming-of-the-shrew-act-1-scene-2.json-line-5,"My master is getting angry. If I knock him first, then I know who's going to end up sorry for it.","  Will it not be?Faith, sirrah, an youll not knock, Ill ring it.Ill try how you can  sol, fa,  and sing it.  "
the-taming-of-the-shrew-act-1-scene-2.json-line-6,"Why is this so hard? Well, man, if you won't knock, I'll ringwring your ears and make you sing!","  Help, mistress, help! My master is mad.  "
the-taming-of-the-shrew-act-1-scene-2.json-line-7,"Help, help! My master's gone crazy.","  Now knock when I bid you, sirrah villain.  "
the-taming-of-the-shrew-act-1-scene-2.json-line-8,"Now knock when I tell you to, you idiot peasant.","  How now, whats the matter? My old friend Grumio and my good friend Petruchio? How do you all at Verona?  "
the-taming-of-the-shrew-act-1-scene-2.json-line-9,"What's going on, what's the matter? Is this my old friend Grumio and my good friend Petruchio? How are all your family in Verona?","  Signior Hortensio, come you to part the fray?  Con tutto il cuore, ben trovato,  may I say.  "
the-taming-of-the-shrew-act-1-scene-2.json-line-10,"Sir Hortensio, have you come to break up the fig? Let me say con tutto il cuore, ben trovato.","   Alla nostra casa ben venuto, molto honorato signor mio  Petruchio.Rise, Grumio, rise. We will compound this quarrel.  "
the-taming-of-the-shrew-act-1-scene-2.json-line-11,"Alla nostra casa ben venuto, molto honorato signor mio Petruchio.Get up, Grumio, get up. We will settle this argument.","   Nay, tis no matter, sir, what he 'leges in Latin. If this be not a lawful case for me to leave his service   look you, sir: he bid me knock him and rap him soundly, sir.   Well, was it fit for a servant to use his master so, being perhaps, for aught I see, two-and-thirty, a pip out?    Whom, would to God, I had well knocked at first,    Then had not Grumio come by the worst.   "
the-taming-of-the-shrew-act-1-scene-2.json-line-12,"It doesn't matter what he's accused me of in Latin. If this isn't legal justification for me to leave his service, I don't know what is. Listen to this, sir: he tells me to knock him and pound him well, sir. Well, was it proper for a servant to treat his master like thatespecially if he might be a little more drunk than drunk? Maybe I ought to have hit him first, and then I'd feel better.","  A senseless villain, good Hortensio. I bade the rascal knock upon your gateAnd could not get him for my heart to do it.  "
the-taming-of-the-shrew-act-1-scene-2.json-line-13,"He's a senseless villain, good Hortensio. I told the rascal to knock on your door and couldn't for the life of me get him to do it.","  Knock at the gate? O heavens! Spake you not these wordsplain: Sirrah, knock me here, rap me here, knock me well, and knock me soundly? And come you now with knocking at the gate?  "
the-taming-of-the-shrew-act-1-scene-2.json-line-14,"Knock on the door? Oh God! Didn't you clearly say the words ""Man, knock me here, pound here, and knock me well?"" And now you're claiming it was ""knocking on the door?""","  Sirrah, begone or talk not, I advise you.  "
the-taming-of-the-shrew-act-1-scene-2.json-line-15,"Be quiet or go away, I warn you.","   Petruchio, patience. I am Grumios pledge.    Why, this' a heavy chance twixt him and you,    Your ancient, trusty, pleasant servant Grumio.    And tell me now, sweet friend, what happy gale    Blows you to Padua here from old Verona?   "
the-taming-of-the-shrew-act-1-scene-2.json-line-16,"Calm down, Petruchio. I'll vouch for Grumio. Why, this is sad to see you two fightingyou and Grumio, your trusty, cheerful servant of many years. But tell me now, sweet friend, what lucky wind blew you from old Verona here to Padua.","   Such wind as scatters young men through the world    To seek their fortunes farther than at home,    Where small experience grows.   But in a few,    Signior Hortensio, thus it stands with me:    Antonio, my father, is deceased,    And I have thrust myself into this maze,    Happily to wive and thrive as best I may.    Crowns in my purse I have and goods at home,    And so am come abroad to see the world.   "
the-taming-of-the-shrew-act-1-scene-2.json-line-17,"The wind that scatters young men throughout the world to seek their fortunes away from home, where there are few new experiences to be had. But to be brief, Sir Hortensio, this is how it stands: Antonio, my father, is dead, and I have now thrown myself into the wide world to try and marry and thrive as best I can. I have money in my purse and property at home, so I've set off to see the world.","   Petruchio, shall I then come roundly to thee    And wish thee to a shrewd, ill-favored wife?    Thoudst thank me but a little for my counsel;    And yet Ill promise thee she shall be rich,    And very rich.   But thou'rt too much my friend,    And Ill not wish thee to her.   "
the-taming-of-the-shrew-act-1-scene-2.json-line-18,"Petruchio, should I speak plainly then and offer you a shrewish, unpleasant wife? I don't think you'd thank me for my suggestion, but I promise you she's rich, yes, very rich. But you are my friend, so I won't wish her on you.","   Signior Hortensio, twixt such friends as we    Few words suffice.   And therefore, if thou know    One rich enough to be Petruchios wife,    As wealth is burden of my wooing dance,    Be she as foul as was Florentius' love,    As old as Sibyl and as curst and shrewd    As Socrates' Xanthippe, or a worse,    She moves me not, or not removes at least    Affections edge in me, were she as rough    As are the swelling Adriatic seas.    I come to wive it wealthily in Padua;    If wealthily, then happily in Padua.   "
the-taming-of-the-shrew-act-1-scene-2.json-line-19,"Sir Hortensio, for good friends like us only a few words are needed. So if you know a woman rich enough to be Petruchio's wifeand wealth is the biggest factor for meit doesn't matter if she's as ugly as Florentius' love, as old as the Sybil, or as shrewish as Socrates' Xanthippe. None of that would bother me, or make me less keen to marry her, even if she were as rough as the Adriatic Sea. I've come to find a wealthy wife in Padua, and if she's wealthy, then I'll have found a good wife. ","   [To HORTENSIO]   Nay, look you, sir, he tells you flatlywhat his mind is.   Why, give him gold enough and marry him to a puppet or an aglet-baby, or an old trot with ne'er a tooth in her head, though she have as many diseases as two-and-fifty horses.   Why, nothing comes amiss, so money comes withal.   "
the-taming-of-the-shrew-act-1-scene-2.json-line-20,"[To HORTENSIO] Look at that, sir, he is very straightforward with his intentions. Why, if you give him enough gold he'll marry a puppet, a doll, or an old prostitute with a dozen diseases and not a tooth in her head. Why, nothing can bother him, as long as money comes with it.","   Petruchio, since we are stepped thus far in,    I will continue that I broached in jest.    I can, Petruchio, help thee to a wife    With wealth enough, and young and beauteous,    Brought up as best becomes a gentlewoman.    Her only fault, and that is faults enough,    Is that she is intolerable curst,    And shrewd and froward,   so beyond all measure    That, were my state far worser than it is,    I would not wed her for a mine of gold.   "
the-taming-of-the-shrew-act-1-scene-2.json-line-21,"Petruchio, since the conversation has gone this far already, I'll continue with what I meant only as a joke. I can help you find a wife, Petruchio, who's rich, young, beautiful, and brought up as a noble gentlewoman. Her only flaw, and it's certainly a big one, is that she is an unbearable shrew, disagreeable and willful, and so much so that even if I was broke I wouldn't marry her for a goldmine.","   Hortensio, peace. Thou knowst not golds effect.    Tell me her fathers name, and tis enough;    For I will board her, though she chide as loud    As thunder when the clouds in autumn crack.   "
the-taming-of-the-shrew-act-1-scene-2.json-line-22,"Quiet, Hortensio. You don't know the power of money. Tell me her father's name, and that will be enough. I will pursue her even if her scolding is as loud as thunder in an autumn storm.","   Her father is Baptista Minola,    An affable and courteous gentleman.    Her name is Katherina Minola,    Renowned in Padua for her scolding tongue.   "
the-taming-of-the-shrew-act-1-scene-2.json-line-23,"Her father is Baptista Minola, an agreeable and polite gentleman. Her name is Katherina Minola, famous in Padua for her scolding tongue.","   I know her father, though I know not her,    And he knew my deceasèd father well.    I will not sleep, Hortensio, till I see her,    And therefore let me be thus bold with you    To give you over at this first encounter,    Unless you will accompany me thither.   "
the-taming-of-the-shrew-act-1-scene-2.json-line-24,"I don't know her, but I know her father, and he knew my father well when he was alive. I won't sleep until I see her, Hortensio, so I hope you'll pardon me for cutting off this first meeting of oursunless you want to come with me.","   [To HORTENSIO]   I pray you, sir, let him go while the humor lasts.   O' my word, an she knew him as well as I do, she would think scolding would do little good upon him.   She may perhaps call him half a score knaves or so.Why, thats nothing;   an he begin once, hell rail in his rope tricks.   Ill tell you what sir: an she stand him but a little, he will throw a figure in her face andso disfigure her with it that she shall have no more eyes to see withal than a cat.   You know him not, sir.   "
