id,translated_dialog,og_response
twelfth-night-act-1-scene-3.json-line-11,"Yes, but he'll only make all those ducats last for one year. He's foolish, wasteful, and reckless.","   Fie, that youll say so! He plays o' the viol-de-gamboys,   and speaks three or four languages wordfor word without book,   and hath all the good gifts of nature.   "
twelfth-night-act-1-scene-3.json-line-12,"How dare you say so! He plays the violin, and speaks three or four languages word for word from memory. He has all of nature's good gifts.","   He hath indeed, almost natural,   for besides that hes afool, hes a great quarreler,   and but that he hath the gift of a coward to allay the gust he hath in quarreling,   tis thought among the prudent he would quickly have the gift of a grave.   "
twelfth-night-act-1-scene-3.json-line-13,"He does indeed seem like a natural-born fooland besides being a fool, he's argumentative. If he didn't have the coward's gift of stepping away from a fight, they say he would've been long dead by now.","  By this hand, they are scoundrels and substractors thatsay so of him. Who are they?  "
twelfth-night-act-1-scene-3.json-line-14,"By God, anyone who says that about him is a villain and a naysayer. Who said that?","  They that add, moreover, hes drunk nightly in your company.  "
twelfth-night-act-1-scene-3.json-line-15,They also say that he gets drunk with you every night.,"   With drinking healths to my niece. Ill drink to her aslong as there is a passage in my throat and drink in Illyria.   Hes a coward and a coistrel that will not drink to my niece till his brains turn o' th' toe like aparish top.   What, wench!    Castiliano vulgo    , for here comes Sir Andrew Agueface.   "
twelfth-night-act-1-scene-3.json-line-16,"We are only toasting my niece when we drink. I'll drink to her as long as there's a hole in my throat and alcohol in Illyria. Only cowards and scum wouldn't drink to my niece until their brains spin round like a top. What do you have to say to that! But hush, we must be polite. Here comes Sir Andrew Agueface himself.","  Sir Toby Belch! How now, Sir Toby Belch!  "
twelfth-night-act-1-scene-3.json-line-17,"Sir Toby Belch! How are you, Sir Toby Belch?",  Sweet Sir Andrew!  
twelfth-night-act-1-scene-3.json-line-18,Sweet Sir Andrew.,"   [To MARIA]  Bless you, fair shrew.  "
twelfth-night-act-1-scene-3.json-line-19,"[To MARIA] And hello to you, pretty wench.","  And you too, sir.  "
twelfth-night-act-1-scene-3.json-line-20,"Hello to you, sir.","  Accost, Sir Andrew, accost.  "
twelfth-night-act-1-scene-3.json-line-21,"Accost her, Sir Andrew, accost her.",  Whats that?  
twelfth-night-act-1-scene-3.json-line-22,What's that?,  My nieces chambermaid.  
twelfth-night-act-1-scene-3.json-line-23,This is my niece's chambermaid.,"  Good Mistress Accost, I desire better acquaintance.  "
twelfth-night-act-1-scene-3.json-line-24,"Good Miss Accost-her, I look forward to knowing you better.","  My name is Mary, sir.  "
twelfth-night-act-1-scene-3.json-line-25,"My name is Mary, sir.",  Good Mistress Mary Accost  
twelfth-night-act-1-scene-3.json-line-26,Good Miss Mary Accost-her,"  You mistake, knight. Accost is front her, board her, woo her, assail her.  "
twelfth-night-act-1-scene-3.json-line-27,"You're mistaken, knight. ""Accost her"" isn't her nameI meant that you should face her, greet her, woo her, and conquer her.","  By my troth, I would not undertake her in this company.Is that the meaning of accost?  "
twelfth-night-act-1-scene-3.json-line-28,"I say, I wouldn't do that in this company. Is that really what you meant by ""accost her?""","  Fare you well, gentlemen.  [she starts to exit]   "
twelfth-night-act-1-scene-3.json-line-29,"Goodbye, gentlemen. [She starts to exit]","  An thou let part so, Sir Andrew, would thou mightst never draw sword again.  "
twelfth-night-act-1-scene-3.json-line-30,"If you let her leave like that, Sir Andrew, you don't deserve to ever draw your sword again.","  An you part so, mistress, I would I might never draw sword again. Fair lady, do you think you have fools in hand?  "
twelfth-night-act-1-scene-3.json-line-31,"If you leave like this, miss, I swear I won't ever draw my sword again. Why are you leaving, fair ladydo you think you have fools on your hands here?","  Sir, I have not you by the hand.  "
twelfth-night-act-1-scene-3.json-line-32,"Sir, I'm not holding your hand.","  Marry, but you shall have, and heres my hand.  [he offers her his hand]   "
twelfth-night-act-1-scene-3.json-line-33,"Indeed, but you will be, and here's my hand. [He offers her his hand]","   [taking his hand]   Now, sir, thought is free.   I pray you, bring your hand to the buttery-bar and let it drink.   "
twelfth-night-act-1-scene-3.json-line-34,"[Taking his hand] Now, sir, everyone has a right to their opinions. Please, take your hand to the dairy and let it drink.","  Wherefore, sweetheart? Whats your metaphor?  "
twelfth-night-act-1-scene-3.json-line-35,"What do you mean, sweetheart? Is this a metaphor?","  Its dry, sir.  "
twelfth-night-act-1-scene-3.json-line-36,"A dry one, sir.","  Why, I think so. I am not such an ass, but I can keep my hand dry. But whats your jest?  "
twelfth-night-act-1-scene-3.json-line-37,"Well, I should hope so. I'm not such a fool that I can't keep my hand dry. But what's the joke?","  A dry jest, sir.  "
twelfth-night-act-1-scene-3.json-line-38,"Just some dry humor, sir.",  Are you full of them?  
twelfth-night-act-1-scene-3.json-line-39,Are you full of such jokes?,"  Ay, sir, I have them at my fingers' ends. Marry, now I let go your hand, I am barren.  "
twelfth-night-act-1-scene-3.json-line-40,"Yes, sir, I have a handful of them. Although now that I've let go of your hand, I've lost the biggest joke I had.","  O knight, thou lackest a cup of canary. When did I see thee so put down?  "
twelfth-night-act-1-scene-3.json-line-41,"Oh knight, you need some wine. Have you ever been put down like that before?","   Never in your life, I think, unless you see canary putme down.   Methinks sometimes I have no more wit than a Christian or an ordinary man has.   But I am a great eaterof beef, and I believe that does harm to my wit.   "
twelfth-night-act-1-scene-3.json-line-42,"Never, I think, except when I've been put down by too much wine. Sometimes I think I'm no smarter than a humble, ordinary man. But I eat a lot of beef, and maybe that hurts my intelligence.",  No question.  
twelfth-night-act-1-scene-3.json-line-43,There's no question about that.,"  An I thought that, Id forswear it. Ill ride home tomorrow,Sir Toby.  "
twelfth-night-act-1-scene-3.json-line-44,"If I really thought that, I'd give up beef altogether. I think I'll ride home tomorrow, Sir Toby.","   Pourquoi,  my dear knight?  "
twelfth-night-act-1-scene-3.json-line-45,"Pourquoi, my dear knight?","   What is pourquoi? Do, or not do?   I would I had bestowed that time in the tongues that I have in fencing, dancing, and bear-baiting. O, had I but followed the arts!   "
twelfth-night-act-1-scene-3.json-line-46,"What does ""pourquoi"" mean? Does it mean to do or not do? I wish I had spent more time learning languages instead of fencing, dancing, and bear-baiting. Oh, if I'd only studied more!",  Then hadst thou had an excellent head of hair.  
twelfth-night-act-1-scene-3.json-line-47,Then you would have an excellent head of hair.,"  Why, would that have mended my hair?  "
twelfth-night-act-1-scene-3.json-line-48,"Why, would that have improved my hair?","  Past question, for thou seest it will not curl by nature.  "
twelfth-night-act-1-scene-3.json-line-49,"Certainly, for you can see that it won't curl naturally.","  But it becomes me well enough, does t not?  "
twelfth-night-act-1-scene-3.json-line-50,"But my hair still suits me well enough, doesn't it?",   Excellent. It hangs like flax on a distaff.   And I hopeto see a housewife take thee between her legs and spin it off.   
twelfth-night-act-1-scene-3.json-line-51,It looks excellent. It hangs like flax waiting to be spun. And I hope to see some hussy take it between her legs and spin it off with a venereal disease.,"   Faith, Ill home tomorrow, Sir Toby. Your niece will not be seen.   Or if she be, its four to one shell none of me.   The count himself here hard by woos her.   "
twelfth-night-act-1-scene-3.json-line-52,"Truly, I'm going home tomorrow, Sir Toby. Your niece refuses to see anyone. Even if she did see me, chances are she'd reject me. The duke himself is courting her nearby.","   Shell none o' the count.   Shell not match above her degree, neither in estate, years, nor wit. I have heard her swear t   . Tut, theres life in t, man.   "
twelfth-night-act-1-scene-3.json-line-53,"She'll reject the duke. She won't marry anyone who's above her social rank, her wealth, her age, or her intelligenceI've heard her swear this. So cheer up, you're still in the running, man.",   Ill stay a month longer.   I am a fellow o' th' strangest mind i' th' world. I delight in masques and revels sometimes altogether.   
twelfth-night-act-1-scene-3.json-line-54,"I'll stay a month longer then. I must be the strangest fellow on earth. Sometimes my greatest pleasures are masquerades, plays, and dancing.","  Art thou good at these kickshawses, knight?  "
twelfth-night-act-1-scene-3.json-line-55,"Are you good at such trifles, knight?","   As any man in Illyria, whatsoever he be, under the degree of my betters.   And yet I will not compare with anold man.   "
twelfth-night-act-1-scene-3.json-line-56,"As good as any man in Illyria, as long as he isn't better than I am. And yet I'm not as good as an experienced dancer.","  What is thy excellence in a galliard, knight?  "
twelfth-night-act-1-scene-3.json-line-57,"How good are you at the fast dances, knight?","  Faith, I can cut a caper.  "
twelfth-night-act-1-scene-3.json-line-58,"Well, I can cut a caper.",  And I can cut the mutton to t.  
twelfth-night-act-1-scene-3.json-line-59,And I can cut the meat to go with your capers.,  And I think I have the back-trick simply as strong as any man in Illyria.  
twelfth-night-act-1-scene-3.json-line-60,And I think I can do that tricky backward step as well as any man in Illyria.,"   Wherefore are these things hid? Wherefore have these gifts a curtain before 'em? Are they like to take dust, like Mistress Malls picture?   Why dost thou not go to church in a galliard and come home in a coranto?   My verywalk should be a jig. I would not so much as make waterbut in a sink-a-pace.   What dost thou mean? Is it a world to hide virtues in?   I did think, by the excellent constitution of thy leg, it was formed under the star ofa galliard.   "
twelfth-night-act-1-scene-3.json-line-61,"Why do you keep these things hidden? Why do you keep your gifts behind a curtain? Are you afraid they'll get dusty, like some woman's portrait? Why don't you show off your skill by going to church dancing a galliard and coming home dancing a coranto? If I were you, even my walk would be a dance. I wouldn't even pee unless I was dancing at the same time. What do you mean by this? Is this a world where we should hide our virtues? I could always tell from your excellent legs that you were born under a dancing star.","  Ay, tis strong, and it does indifferent well in a dun-colored stock. Shall we set about some revels?  "
twelfth-night-act-1-scene-3.json-line-62,"Yes, my legs are strong, and they don't look bad in brown stockings. Should we have a little dance?",  What shall we do else? Were we not born under Taurus?  
twelfth-night-act-1-scene-3.json-line-63,What else are we going to do? Weren't we born under the sign of Taurus?,  Taurus! Thats sides and heart.  
twelfth-night-act-1-scene-3.json-line-64,Taurus! But that governs the torso and the heart.,"  No, sir, it is legs and thighs. Let me see the caper.  [SIRANDREW dances]  Ha, higher! Ha, ha, excellent!  "
twelfth-night-act-1-scene-4.json-line-0,"If the duke keeps favoring you like this, Cesario, you're likely to get promoted very high. He's only known you for three days, and already he's treating you like a friend.","   You either fear his humor or my negligence, that you call in question the continuance of his love.   Is he inconstant, sir, in his favors?   "
twelfth-night-act-1-scene-4.json-line-1,"You must be afraid of his moodiness or my faults, if you think there's any chance that he'll stop liking me. Is he usually fickle in his moods and favors?","  No, believe me.  "
twelfth-night-act-1-scene-4.json-line-2,"No, believe me.",  I thank you. Here comes the count.  
twelfth-night-act-1-scene-4.json-line-3,I thank you for telling me. Here comes the duke.,"  Who saw Cesario, ho?  "
twelfth-night-act-1-scene-4.json-line-4,"Hey, has anyone seen Cesario?","  On your attendance, my lord, here.  "
twelfth-night-act-1-scene-4.json-line-5,"I'm here, my lord, at your service.","   [To VIOLA and attendants]    Stand you a while aloof.   [To VIOLA]   Cesario,    Thou knowst no less but all. I have unclasped    To thee the book even of my secret soul.    Therefore, good youth, address thy gait unto her;    Be not denied access, stand at her doors,    And tell them there thy fixed foot shall grow    Till thou have audience.   "
twelfth-night-act-1-scene-4.json-line-6,"[To attendants] Give us some privacy for a while. [To VIOLA] Cesario, you know everything about me. I have opened the book of my most secret soul to you. Therefore, good youth, direct your steps to Olivia's house. Don't let them deny you accessstand outside her door and tell them that you'll plant roots there until they let you see her.","   Sure, my noble lord,    If she be so abandoned to her sorrow    As it is spoke   , she never will admit me.   "
twelfth-night-act-1-scene-4.json-line-7,"But my noble lord, if she is really as brokenhearted as they say, she is sure to deny me an audience.","   Be clamorous, and leap all civil bounds,    Rather than make unprofited return.   "
twelfth-night-act-1-scene-4.json-line-8,"Be loud and obnoxious, and go beyond the limits of decency and civility if you have tojust don't come back without having spoken to her.","  Say I do speak with her, my lord, what then?  "
twelfth-night-act-1-scene-4.json-line-9,"And if I do get to speak to her, my lord, what do I do then?","   O, then unfold the passion of my love,    Surprise her with discourse of my dear faith:    It shall become thee well to act my woes;    She will attend it better in thy youth    Than in a nuncios of more grave aspect.   "
twelfth-night-act-1-scene-4.json-line-10,"Oh, then describe the passion of my love for her. Ambush her with descriptions of my faithfulness. It will be best if you act out my feelingsshe'll pay closer attention to you, as a young man, than to an older, more serious messenger.","  I think not so, my lord.  "
twelfth-night-act-1-scene-4.json-line-11,"I don't think so, my lord.","   Dear lad, believe it.    For they shall yet belie thy happy years    That say thou art a man.   Dianas lip    Is not more smooth and rubious. Thy small pipe    Is as the maidens organ, shrill and sound,    And all is semblative a womans part.    I know thy constellation is right apt    For this affair.   [To CURIO and attendants]    Some four or five attend him.    All, if you will, for I myself am best    When least in company.   [To VIOLA]   Prosper well in this,    And thou shalt live as freely as thy lord,    To call his fortunes thine.   "
twelfth-night-act-1-scene-4.json-line-12,"Dear boy, believe me. Anyone who says that you're a man is denying you the happy years of your youth. Your lips are as smooth and ruby-red as the goddess Diana's. Your small voice is like a girl's, high and clear, and the rest of you is feminine as well. I know you have been predestined to do this job. [To CURIO and attendants] Four or five of you go with him. All of you can go if you want to, for I feel my best when I'm away from people. [To VIOLA] If you succeed in this you will live as well as I do, and share in all my fortune.","   Ill do my best    To woo your lady   [aside]   Yet, a barful strife    Whoe'er I woo, myself would be his wife.   "
twelfth-night-act-1-scene-5.json-line-0,"No, either tell me where you've been, or I won't say a word in your defense. My lady Olivia will have you hanged for being absent.",  Let her hang me. He that is well hanged in this world needs to fear no colors.  
twelfth-night-act-1-scene-5.json-line-1,Let her hang me then. A well-hanged (and well-hung) man doesn't need to be afraid of anything he sees.,  Make that good.  
twelfth-night-act-1-scene-5.json-line-2,Explainand clean up your language.,  He shall see none to fear.  
twelfth-night-act-1-scene-5.json-line-3,"He'll be dead, and so he won't see anything to be afraid of.","  A good lenten answer. I can tell thee where that sayingwas born, of I fear no colors.  "
twelfth-night-act-1-scene-5.json-line-4,That's a meager answer. And I can tell you where you got that saying about not being afraid of anything.,"  Where, good Mistress Mary?  "
twelfth-night-act-1-scene-5.json-line-5,"Where, good Mistress Mary?",  In the wars. And that may you be bold to say in your foolery.  
twelfth-night-act-1-scene-5.json-line-6,"From soldiers at war. And it's bold of you to talk like a soldier, when you're only a fool.","  Well, God give them wisdom that have it. And those thatare fools, let them use their talents.  "
twelfth-night-act-1-scene-5.json-line-7,"Well, let God give wisdom to those who have it. Everyone has their talents, and for those of us who are fools, let us use our gifts.","   Yet you will be hanged for being so long absent.   Or tobe turned away, is not that as good as a hanging to you?   "
twelfth-night-act-1-scene-5.json-line-8,"But you'll still be hanged for being gone so long. Or at least fired and kicked out, and wouldn't that be just as bad for you?","   Many a good hanging prevents a bad marriage,   and, for turning away, let summer bear it out.   "
twelfth-night-act-1-scene-5.json-line-9,"Sometimes getting hanged saves a man from getting into a bad marriage, and as for getting kicked out, it's summer, so being homeless won't be so bad.","  You are resolute, then?  "
twelfth-night-act-1-scene-5.json-line-10,"You are firm in your resolve, then?","  Not so, neither, but I am resolved on two points.  "
twelfth-night-act-1-scene-5.json-line-11,"No, but I am resolved on two points.","   That if one break, the other will hold.   Or, if both break, your gaskins fall.   "
twelfth-night-act-1-scene-5.json-line-12,"Yesthe two points where your suspenders are buttoned on. If one breaks, the other will hold. But if both break, your pants will fall.","   Apt, in good faith, very apt. Well, go thy way.   If Sir Toby would leave drinking, thou wert as witty a piece ofEves flesh as any in Illyria.   "
twelfth-night-act-1-scene-5.json-line-13,"Very clever, really, very clever. Well, go along now. If only Sir Toby would stop drinking, you'd be a woman who was as funny as any person in Illyria.","  Peace, you rogue, no more o' that. Here comes my lady.Make your excuse wisely, you were best.  "
twelfth-night-act-1-scene-5.json-line-14,"Quiet, you villain, no more of that. Here comes my lady. It would be best for you if you came up with a good excuse for being gone so long.","   [aside]   Wit, an t be thy will, put me into good fooling!   Those wits, that think they have thee, do very oft prove fools.   And I, that am sure I lack thee, may pass for a wise man. For what says Quinapalus?   Better awitty fool, than a foolish wit.   "
twelfth-night-act-1-scene-5.json-line-15,"[To himself] Come on, wit, give me something good to say now! Those people who think they're witty often prove to be fools. And I'm sure that I'm not witty, so I might pass for a wise man. For what did the philosopher Quinapalus say? ""Better a witty fool, than a foolish wit.""","  God bless thee, lady!  "
twelfth-night-act-1-scene-5.json-line-16,"God's greetings to you, my lady!",  Take the fool away.  
twelfth-night-act-1-scene-5.json-line-17,Take the fool away.,"  Do you not hear, fellows? Take away the lady.  "
twelfth-night-act-1-scene-5.json-line-18,"Didn't you hear her, fellows? Take the lady away.","  Go to, youre a dry fool. Ill no more of you. Besides, you grow dishonest.  "
twelfth-night-act-1-scene-5.json-line-19,"That's enoughyou're a dull, dry fool. I'm tired of you. Besides, you're getting unreliable.","   Two faults, madonna, that drink and good counsel will amend. For give the dry fool drink, then is the fool notdry.   Bid the dishonest man mend himself. If he mend, heis no longer dishonest.   If he cannot, let the botcher mend him. Anything thats mended is but patched.   Virtue that transgresses is but patched with sin, and sin that amends is but patched with virtue.   If that this simple syllogism will serve, so. If it will not, what remedy?    As there is no true cuckold but calamity, so beautys a flower.   The lady bade take away the fool. Therefore, I say again, take her away.   "
twelfth-night-act-1-scene-5.json-line-20,"My holy lady, these are two flaws that some alcohol and good advice will fix. If you give the dry fool a drink, then the fool won't be dry anymore. And if you give the unreliable man some good advice, then he can mend his ways and won't be unreliable anymore. And if he can't mend his ways, then let the tailor mend him. Anything that's mended is only patched up. A virtuous man who does something wrong is only patched with sin, and a sinner who mends his ways is only patched with virtue. If this logical argument will convince you, then good. But if not, what can be done? The only truly betrayed husband is one deserted by luck, and beauty is a lucky flowerso you won't remain alone for long, my lady. But you gave orders to take away the fool. So I tell you all again, take the lady away.","  Sir, I bade them take away you.  "
twelfth-night-act-1-scene-5.json-line-21,"Sir, I told them to take you away.","   Misprision in the highest degree!   Lady, Cucullus non facit monachum   thats as much to say as I wear not motley in my brain.   Good madonna, give me leave to proveyou a fool.   "
twelfth-night-act-1-scene-5.json-line-22,"An error of the worst kind! Lady, don't judge a book by its coverthat's to say that I wear jester's clothes on the outside, but my brain is still sharp. My holy lady, let me prove that you're a fool.",  Can you do it?  
twelfth-night-act-1-scene-5.json-line-23,Can you do it?,"  Dexterously, good madonna.  "
twelfth-night-act-1-scene-5.json-line-24,"Easily, my good lady.",  Make your proof.  
twelfth-night-act-1-scene-5.json-line-25,Then prove it.,"  I must catechise you for it, madonna. Good my mouse of virtue, answer me.  "
twelfth-night-act-1-scene-5.json-line-26,"I must ask you some questions then, my holy lady. Please answer them, my virtuous little mouse.","  Well, sir, for want of other idleness, Ill bide your proof.  "
twelfth-night-act-1-scene-5.json-line-27,"Well, sir, I have nothing better to do, so I'll go along with this.","  Good madonna, why mournest thou?  "
twelfth-night-act-1-scene-5.json-line-28,"Dear lady, why are you in mourning?","  Good fool, for my brothers death.  "
twelfth-night-act-1-scene-5.json-line-29,"Dear fool, because of my brother's death.","  I think his soul is in hell, madonna.  "
twelfth-night-act-1-scene-5.json-line-30,"I think his soul is in hell, lady.","  I know his soul is in heaven, fool.  "
twelfth-night-act-1-scene-5.json-line-31,"I know his soul is in heaven, fool.","  The more fool, madonna, to mourn for your brothers soul being in heaven. Take away the fool, gentlemen.  "
twelfth-night-act-1-scene-5.json-line-32,"Then you're a fool, holy lady, to mourn your brother's soul being in heaven. Now take away the fool, gentlemen.","  What think you of this fool, Malvolio? Doth he not mend?  "
twelfth-night-act-1-scene-5.json-line-33,"What do you think of this fool, Malvolio? Hasn't he gotten better?","   Yes, and shall do till the pangs of death shake him.    Infirmity, that decays the wise, doth ever make the better fool.   "
